top_k,user_id,query_id,query_mode,query_subtype,query,method,selected_event_ids,selected_event_titles,selected_event_scores,gold_event_ids,supporting_event_recall,task_status_accuracy,top1_accuracy,top3_recall,NDCG@3,token_cost,llm_can_answer
1,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e007,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,similarity_only,u002_e007,风险同步 status update,0.117647,u002_e007,1.0,1.0,1.0,1.0,1.0,73,1.0
1,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.501333,u002_e007,0.0,0.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u002_e015,Mixed review and reminder,0.844676,u002_e007,0.0,0.0,0.0,0.0,0.0,82,0.0
2,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e007,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,similarity_only,u002_e007|u002_e018,风险同步 status update|Urgent wrong domain,0.117647|0.093333,u002_e007,1.0,1.0,1.0,1.0,1.0,156,1.0
2,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u002_e018|u002_e015,Urgent wrong domain|Mixed review and reminder,0.501333|0.480137,u002_e007,0.0,0.0,0.0,0.0,0.0,165,0.0
2,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u002_e015|u002_e007,Mixed review and reminder|风险同步 status update,0.844676|0.802675,u002_e007,1.0,1.0,0.0,1.0,0.6309297535714574,154,1.0
3,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e007,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,similarity_only,u002_e007|u002_e018|u002_e003,风险同步 status update|Urgent wrong domain|风险同步 planning,0.117647|0.093333|0.083333,u002_e007,1.0,1.0,1.0,1.0,1.0,228,1.0
3,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u002_e018|u002_e015|u002_e016,Urgent wrong domain|Mixed review and reminder|Recent irrelevant side matter,0.501333|0.480137|0.464286,u002_e007,0.0,0.0,0.0,0.0,0.0,242,0.0
3,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u002_e015|u002_e007|u002_e014,Mixed review and reminder|风险同步 status update|Mixed planning for today,0.844676|0.802675|0.784319,u002_e007,1.0,1.0,0.0,1.0,0.6309297535714574,247,1.0
1,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,similarity_only,u002_e005,beta 发布 status update,0.092593,u002_e009|u002_e005,0.5,0.0,1.0,0.5,0.46927872602275644,65,0.0
1,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.479333,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u002_e015,Mixed review and reminder,0.844676,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,82,0.0
2,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,similarity_only,u002_e005|u002_e007,beta 发布 status update|风险同步 status update,0.092593|0.073529,u002_e009|u002_e005,0.5,0.0,1.0,0.5,0.46927872602275644,138,0.0
2,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_similarity_hybrid,u002_e018|u002_e014,Urgent wrong domain|Mixed planning for today,0.479333|0.470886,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,177,0.0
2,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u002_e015|u002_e014,Mixed review and reminder|Mixed planning for today,0.844676|0.818939,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,175,0.0
3,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,similarity_only,u002_e005|u002_e007|u002_e017,beta 发布 status update|风险同步 status update|Semantic similar wrong status,0.092593|0.073529|0.070423,u002_e009|u002_e005,0.5,0.0,1.0,0.5,0.46927872602275644,222,0.0
3,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_similarity_hybrid,u002_e018|u002_e014|u002_e016,Urgent wrong domain|Mixed planning for today|Recent irrelevant side matter,0.479333|0.470886|0.457333,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,253,0.0
3,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u002_e015|u002_e014|u002_e001,Mixed review and reminder|Mixed planning for today|beta 发布 planning,0.844676|0.818939|0.77088,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,235,0.0
1,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,similarity_only,u002_e004,路线图评审 planning,0.111111,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,72,0.0
1,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.457143,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,proposed_TMT_decay_event_memory,u002_e015,Mixed review and reminder,0.844676,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,82,0.0
2,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,similarity_only,u002_e004|u002_e008,路线图评审 planning|路线图评审 status update,0.111111|0.107692,u002_e008|u002_e020,0.5,1.0,0.0,0.5,0.52129602861432,146,0.0
2,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_similarity_hybrid,u002_e018|u002_e014,Urgent wrong domain|Mixed planning for today,0.457143|0.456875,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,177,0.0
2,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,proposed_TMT_decay_event_memory,u002_e015|u002_e014,Mixed review and reminder|Mixed planning for today,0.844676|0.784319,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,175,0.0
3,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,similarity_only,u002_e004|u002_e008|u002_e020,路线图评审 planning|路线图评审 status update|Superseded MU distractor,0.111111|0.107692|0.085714,u002_e008|u002_e020,1.0,1.0,0.0,1.0,0.6590018048024133,228,1.0
3,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_similarity_hybrid,u002_e018|u002_e014|u002_e015,Urgent wrong domain|Mixed planning for today|Mixed review and reminder,0.457143|0.456875|0.45,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,258,0.0
3,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,proposed_TMT_decay_event_memory,u002_e015|u002_e014|u002_e007,Mixed review and reminder|Mixed planning for today|风险同步 status update,0.844676|0.784319|0.758506,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,247,0.0
1,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e009|u002_e014,0.5,0.0,1.0,0.5,0.46927872602275644,93,0.0
1,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,similarity_only,u002_e009,beta 发布 dependency discussion,0.101695,u002_e009|u002_e014,0.5,1.0,1.0,0.5,0.7039180890341347,87,0.0
1,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.472917,u002_e009|u002_e014,0.0,0.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,proposed_TMT_decay_event_memory,u002_e015,Mixed review and reminder,0.844676,u002_e009|u002_e014,0.0,0.0,0.0,0.0,0.0,82,0.0
2,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e009|u002_e014,0.5,0.0,1.0,0.5,0.46927872602275644,175,0.0
2,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,similarity_only,u002_e009|u002_e005,beta 发布 dependency discussion|beta 发布 status update,0.101695|0.057692,u002_e009|u002_e014,0.5,1.0,1.0,0.5,0.7039180890341347,152,0.0
2,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_similarity_hybrid,u002_e018|u002_e014,Urgent wrong domain|Mixed planning for today,0.472917|0.472,u002_e009|u002_e014,0.5,0.0,0.0,0.5,0.2960819109658652,177,0.0
2,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,proposed_TMT_decay_event_memory,u002_e015|u002_e014,Mixed review and reminder|Mixed planning for today,0.844676|0.825207,u002_e009|u002_e014,0.5,0.0,0.0,0.5,0.2960819109658652,175,0.0
3,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e009|u002_e014,0.5,0.0,1.0,0.5,0.46927872602275644,251,0.0
3,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,similarity_only,u002_e009|u002_e005|u002_e001,beta 发布 dependency discussion|beta 发布 status update|beta 发布 planning,0.101695|0.057692|0.057143,u002_e009|u002_e014,0.5,1.0,1.0,0.5,0.7039180890341347,213,0.0
3,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_similarity_hybrid,u002_e018|u002_e014|u002_e015,Urgent wrong domain|Mixed planning for today|Mixed review and reminder,0.472917|0.472|0.466176,u002_e009|u002_e014,0.5,0.0,0.0,0.5,0.2960819109658652,258,0.0
3,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,proposed_TMT_decay_event_memory,u002_e015|u002_e014|u002_e001,Mixed review and reminder|Mixed planning for today|beta 发布 planning,0.844676|0.825207|0.777558,u002_e009|u002_e014,0.5,0.0,0.0,0.5,0.2960819109658652,235,0.0
1,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e010|u002_e006|u002_e015,0.0,1.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,similarity_only,u002_e010,用户访谈 dependency discussion,0.080645,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5090967735771897,80,0.0
1,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_similarity_hybrid,u002_e015,Mixed review and reminder,0.481884,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3393978490514598,82,0.0
1,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,proposed_TMT_decay_event_memory,u002_e015,Mixed review and reminder,0.898266,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3393978490514598,82,0.0
2,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,0.0,0.3333333333333333,0.21413620126472027,175,0.0
2,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,similarity_only,u002_e010|u002_e002,用户访谈 dependency discussion|用户访谈 planning,0.080645|0.079365,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5090967735771897,141,0.0
2,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_similarity_hybrid,u002_e015|u002_e016,Mixed review and reminder|Recent irrelevant side matter,0.481884|0.472917,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3393978490514598,158,0.0
2,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,proposed_TMT_decay_event_memory,u002_e015|u002_e014,Mixed review and reminder|Mixed planning for today,0.898266|0.784319,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3393978490514598,175,0.0
3,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,0.0,0.3333333333333333,0.21413620126472027,251,0.0
3,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,similarity_only,u002_e010|u002_e002|u002_e009,用户访谈 dependency discussion|用户访谈 planning|beta 发布 dependency discussion,0.080645|0.079365|0.079365,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5090967735771897,228,0.0
3,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_similarity_hybrid,u002_e015|u002_e016|u002_e018,Mixed review and reminder|Recent irrelevant side matter|Urgent wrong domain,0.481884|0.472917|0.472,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3393978490514598,242,0.0
3,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,proposed_TMT_decay_event_memory,u002_e015|u002_e014|u002_e007,Mixed review and reminder|Mixed planning for today|风险同步 status update,0.898266|0.784319|0.758506,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3393978490514598,247,0.0
1,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,93,0.0
1,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,similarity_only,u002_e019,Old but stable preference,0.092308,u002_e011|u002_e019,0.5,,1.0,0.5,0.6131471927654584,85,0.0
1,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,recency_similarity_hybrid,u002_e014,Mixed planning for today,0.479333,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,93,0.0
1,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,proposed_TMT_decay_event_memory,u002_e014,Mixed planning for today,0.891388,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,93,0.0
2,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,175,0.0
2,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,similarity_only,u002_e019|u002_e014,Old but stable preference|Mixed planning for today,0.092308|0.053333,u002_e011|u002_e019,0.5,,1.0,0.5,0.6131471927654584,178,0.0
2,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,recency_similarity_hybrid,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,0.479333|0.474265,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,175,0.0
2,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,proposed_TMT_decay_event_memory,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,0.891388|0.849317,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,175,0.0
3,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,251,0.0
3,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,similarity_only,u002_e019|u002_e014|u002_e011,Old but stable preference|Mixed planning for today|Stable preference and profile,0.092308|0.053333|0.047059,u002_e011|u002_e019,1.0,,1.0,1.0,0.9197207891481876,236,1.0
3,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,recency_similarity_hybrid,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,0.479333|0.474265|0.457639,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,251,0.0
3,u002,u002_q012,chat,chat_preference,我做计划时有什么稳定偏好？,proposed_TMT_decay_event_memory,u002_e014|u002_e015|u002_e010,Mixed planning for today|Mixed review and reminder|用户访谈 dependency discussion,0.891388|0.849317|0.825251,u002_e011|u002_e019,0.0,,0.0,0.0,0.0,254,0.0
1,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,93,0.0
1,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,similarity_only,u002_e013,Updated preference record,0.078125,u002_e013|u002_e012,0.5,,1.0,0.5,0.8262346571285599,76,0.0
1,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,recency_similarity_hybrid,u002_e014,Mixed planning for today,0.483951,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,93,0.0
1,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,proposed_TMT_decay_event_memory,u002_e014,Mixed planning for today,0.891388,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,93,0.0
2,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,175,0.0
2,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,similarity_only,u002_e013|u002_e019,Updated preference record|Old but stable preference,0.078125|0.068493,u002_e013|u002_e012,0.5,,1.0,0.5,0.8262346571285599,161,0.0
2,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,recency_similarity_hybrid,u002_e014|u002_e016,Mixed planning for today|Recent irrelevant side matter,0.483951|0.478947,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,170,0.0
2,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,proposed_TMT_decay_event_memory,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,0.891388|0.849317,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,175,0.0
3,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,251,0.0
3,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,similarity_only,u002_e013|u002_e019|u002_e014,Updated preference record|Old but stable preference|Mixed planning for today,0.078125|0.068493|0.061728,u002_e013|u002_e012,0.5,,1.0,0.5,0.8262346571285599,254,0.0
3,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,recency_similarity_hybrid,u002_e014|u002_e016|u002_e015,Mixed planning for today|Recent irrelevant side matter|Mixed review and reminder,0.483951|0.478947|0.472,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,251,0.0
3,u002,u002_q013,chat,chat_preference,关于深度工作时间，我现在应该遵循哪个偏好？,proposed_TMT_decay_event_memory,u002_e014|u002_e015|u002_e010,Mixed planning for today|Mixed review and reminder|用户访谈 dependency discussion,0.891388|0.849317|0.825251,u002_e013|u002_e012,0.0,,0.0,0.0,0.0,254,0.0
1,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,93,0.0
1,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,similarity_only,u002_e016,Recent irrelevant side matter,0.072464,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,77,0.0
1,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,recency_similarity_hybrid,u002_e016,Recent irrelevant side matter,0.489855,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,77,0.0
1,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,proposed_TMT_decay_event_memory,u002_e014,Mixed planning for today,0.891388,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,93,0.0
2,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,175,0.0
2,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,similarity_only,u002_e016|u002_e002,Recent irrelevant side matter|用户访谈 planning,0.072464|0.063492,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,139,0.0
2,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,recency_similarity_hybrid,u002_e016|u002_e015,Recent irrelevant side matter|Mixed review and reminder,0.489855|0.482353,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,158,0.0
2,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,proposed_TMT_decay_event_memory,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,0.891388|0.849317,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,175,0.0
3,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,251,0.0
3,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,similarity_only,u002_e016|u002_e002|u002_e015,Recent irrelevant side matter|用户访谈 planning|Mixed review and reminder,0.072464|0.063492|0.058824,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,220,0.0
3,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,recency_similarity_hybrid,u002_e016|u002_e015|u002_e018,Recent irrelevant side matter|Mixed review and reminder|Urgent wrong domain,0.489855|0.482353|0.457237,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,242,0.0
3,u002,u002_q014,chat,chat_profile,我的背景和主要任务场景是什么？,proposed_TMT_decay_event_memory,u002_e014|u002_e015|u002_e010,Mixed planning for today|Mixed review and reminder|用户访谈 dependency discussion,0.891388|0.849317|0.825251,u002_e011|u002_e001,0.0,,0.0,0.0,0.0,254,0.0
1,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e011|u002_e015,0.0,,0.0,0.0,0.0,93,0.0
1,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,similarity_only,u002_e015,Mixed review and reminder,0.071429,u002_e011|u002_e015,0.5,,1.0,0.5,0.6131471927654584,82,0.0
1,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,recency_similarity_hybrid,u002_e015,Mixed review and reminder,0.489286,u002_e011|u002_e015,0.5,,1.0,0.5,0.6131471927654584,82,0.0
1,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,proposed_TMT_decay_event_memory,u002_e014,Mixed planning for today,0.891388,u002_e011|u002_e015,0.0,,0.0,0.0,0.0,93,0.0
2,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e011|u002_e015,0.5,,0.0,0.5,0.3868528072345416,175,0.0
2,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,similarity_only,u002_e015|u002_e001,Mixed review and reminder|beta 发布 planning,0.071429|0.053333,u002_e011|u002_e015,0.5,,1.0,0.5,0.6131471927654584,142,0.0
2,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,recency_similarity_hybrid,u002_e015|u002_e016,Mixed review and reminder|Recent irrelevant side matter,0.489286|0.472297,u002_e011|u002_e015,0.5,,1.0,0.5,0.6131471927654584,158,0.0
2,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,proposed_TMT_decay_event_memory,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,0.891388|0.849317,u002_e011|u002_e015,0.5,,0.0,0.5,0.3868528072345416,175,0.0
3,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e011|u002_e015,0.5,,0.0,0.5,0.3868528072345416,251,0.0
3,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,similarity_only,u002_e015|u002_e001|u002_e009,Mixed review and reminder|beta 发布 planning|beta 发布 dependency discussion,0.071429|0.053333|0.044776,u002_e011|u002_e015,0.5,,1.0,0.5,0.6131471927654584,229,0.0
3,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,recency_similarity_hybrid,u002_e015|u002_e016|u002_e018,Mixed review and reminder|Recent irrelevant side matter|Urgent wrong domain,0.489286|0.472297|0.464103,u002_e011|u002_e015,0.5,,1.0,0.5,0.6131471927654584,242,0.0
3,u002,u002_q015,chat,chat_history,之前我提过哪些和提醒方式有关的要求？,proposed_TMT_decay_event_memory,u002_e014|u002_e015|u002_e010,Mixed planning for today|Mixed review and reminder|用户访谈 dependency discussion,0.891388|0.849317|0.825251,u002_e011|u002_e015,0.5,,0.0,0.5,0.3868528072345416,254,0.0
