top_k,user_id,query_id,query_mode,query_subtype,query,method,selected_event_ids,selected_event_titles,selected_event_scores,gold_event_ids,supporting_event_recall,task_status_accuracy,top1_accuracy,top3_recall,NDCG@3,token_cost,llm_can_answer
2,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u002_e009|u002_e014,beta 发布 dependency discussion|Mixed planning for today,0.611237|0.601459,u002_e001|u002_e018|u002_e007,0.0,0.0,0.0,0.0,0.0,180,0.0
3,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e001|u002_e018|u002_e007,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u002_e018|u002_e012|u002_e002,Urgent wrong domain|Old preference record|用户访谈 planning,0.105263|0.068493|0.057143,u002_e001|u002_e018|u002_e007,0.3333333333333333,0.5,1.0,0.3333333333333333,0.21000199575396408,216,0.0
3,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u002_e018|u002_e016|u002_e015,Urgent wrong domain|Recent irrelevant side matter|Mixed review and reminder,0.507895|0.471154|0.464286,u002_e001|u002_e018|u002_e007,0.3333333333333333,0.5,1.0,0.3333333333333333,0.21000199575396408,242,0.0
3,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u002_e009|u002_e014|u002_e001,beta 发布 dependency discussion|Mixed planning for today|beta 发布 planning,0.611237|0.601459|0.598727,u002_e001|u002_e018|u002_e007,0.3333333333333333,0.5,0.0,0.3333333333333333,0.31500299363094614,241,0.0
1,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e002|u002_e006|u002_e010,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,similarity_only,u002_e010,用户访谈 dependency discussion,0.064516,u002_e002|u002_e006|u002_e010,0.3333333333333333,0.5,1.0,0.3333333333333333,0.38009376671593426,80,0.0
1,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,recency_similarity_hybrid,u002_e015,Mixed review and reminder,0.482353,u002_e002|u002_e006|u002_e010,0.0,0.0,0.0,0.0,0.0,82,0.0
1,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,proposed_TMT_decay_event_memory,u002_e010,用户访谈 dependency discussion,0.628607,u002_e002|u002_e006|u002_e010,0.3333333333333333,0.5,1.0,0.3333333333333333,0.38009376671593426,80,0.0
2,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e002|u002_e006|u002_e010,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,similarity_only,u002_e010|u002_e002,用户访谈 dependency discussion|用户访谈 planning,0.064516|0.063492,u002_e002|u002_e006|u002_e010,0.6666666666666666,1.0,1.0,0.6666666666666666,0.7398124665681314,141,0.0
2,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,recency_similarity_hybrid,u002_e015|u002_e014,Mixed review and reminder|Mixed planning for today,0.482353|0.471429,u002_e002|u002_e006|u002_e010,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,proposed_TMT_decay_event_memory,u002_e010|u002_e015,用户访谈 dependency discussion|Mixed review and reminder,0.628607|0.614089,u002_e002|u002_e006|u002_e010,0.3333333333333333,0.5,1.0,0.3333333333333333,0.38009376671593426,161,0.0
3,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e002|u002_e006|u002_e010,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,similarity_only,u002_e010|u002_e002|u002_e006,用户访谈 dependency discussion|用户访谈 planning|用户访谈 status update,0.064516|0.063492|0.063492,u002_e002|u002_e006|u002_e010,1.0,1.0,1.0,1.0,0.9298593499260985,213,1.0
3,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,recency_similarity_hybrid,u002_e015|u002_e014|u002_e016,Mixed review and reminder|Mixed planning for today|Recent irrelevant side matter,0.482353|0.471429|0.465278,u002_e002|u002_e006|u002_e010,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q003,task,task_priority,用户访谈接下来应该推进什么？,proposed_TMT_decay_event_memory,u002_e010|u002_e015|u002_e014,用户访谈 dependency discussion|Mixed review and reminder|Mixed planning for today,0.628607|0.614089|0.612771,u002_e002|u002_e006|u002_e010,0.3333333333333333,0.5,1.0,0.3333333333333333,0.38009376671593426,254,0.0
1,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e002|u002_e001|u002_e004,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u002_e002,用户访谈 planning,0.109375,u002_e002|u002_e001|u002_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,62,0.0
1,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u002_e016,Recent irrelevant side matter,0.504225,u002_e002|u002_e001|u002_e004,0.0,0.0,0.0,0.0,0.0,77,0.0
1,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u002_e002,用户访谈 planning,0.610124,u002_e002|u002_e001|u002_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,62,0.0
2,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e002|u002_e001|u002_e004,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u002_e002|u002_e016,用户访谈 planning|Recent irrelevant side matter,0.109375|0.098592,u002_e002|u002_e001|u002_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,139,0.0
2,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u002_e016|u002_e018,Recent irrelevant side matter|Urgent wrong domain,0.504225|0.478571,u002_e002|u002_e001|u002_e004,0.0,0.0,0.0,0.0,0.0,160,0.0
2,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u002_e002|u002_e018,用户访谈 planning|Urgent wrong domain,0.610124|0.574272,u002_e002|u002_e001|u002_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,145,0.0
3,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e002|u002_e001|u002_e004,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,similarity_only,u002_e002|u002_e016|u002_e003,用户访谈 planning|Recent irrelevant side matter|风险同步 planning,0.109375|0.098592|0.069444,u002_e002|u002_e001|u002_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,210,0.0
3,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,recency_similarity_hybrid,u002_e016|u002_e018|u002_e015,Recent irrelevant side matter|Urgent wrong domain|Mixed review and reminder,0.504225|0.478571|0.472603,u002_e002|u002_e001|u002_e004,0.0,0.0,0.0,0.0,0.0,242,0.0
3,u002,u002_q004,task,task_priority,现在最重要但不一定最紧急的任务是什么？,proposed_TMT_decay_event_memory,u002_e002|u002_e018|u002_e009,用户访谈 planning|Urgent wrong domain|beta 发布 dependency discussion,0.610124|0.574272|0.563096,u002_e002|u002_e001|u002_e004,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5701406500739014,232,0.0
1,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e005|u002_e001|u002_e017,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,similarity_only,u002_e005,beta 发布 status update,0.102041,u002_e005|u002_e001|u002_e017,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5562983930884396,65,0.0
1,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.481429,u002_e005|u002_e001|u002_e017,0.0,0.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,proposed_TMT_decay_event_memory,u002_e005,beta 发布 status update,0.71228,u002_e005|u002_e001|u002_e017,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5562983930884396,65,0.0
2,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e005|u002_e001|u002_e017,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,similarity_only,u002_e005|u002_e007,beta 发布 status update|风险同步 status update,0.102041|0.079365,u002_e005|u002_e001|u002_e017,0.3333333333333333,0.0,1.0,0.3333333333333333,0.5562983930884396,138,0.0
2,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,recency_similarity_hybrid,u002_e018|u002_e014,Urgent wrong domain|Mixed planning for today,0.481429|0.472297,u002_e005|u002_e001|u002_e017,0.0,0.0,0.0,0.0,0.0,177,0.0
2,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,proposed_TMT_decay_event_memory,u002_e005|u002_e001,beta 发布 status update|beta 发布 planning,0.71228|0.676747,u002_e005|u002_e001|u002_e017,0.6666666666666666,1.0,1.0,0.6666666666666666,0.9072836011519267,126,0.0
3,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e005|u002_e001|u002_e017,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,similarity_only,u002_e005|u002_e007|u002_e017,beta 发布 status update|风险同步 status update|Semantic similar wrong status,0.102041|0.079365|0.075758,u002_e005|u002_e001|u002_e017,0.6666666666666666,0.0,1.0,0.6666666666666666,0.649014791936513,222,0.0
3,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,recency_similarity_hybrid,u002_e018|u002_e014|u002_e015,Urgent wrong domain|Mixed planning for today|Mixed review and reminder,0.481429|0.472297|0.45,u002_e005|u002_e001|u002_e017,0.0,0.0,0.0,0.0,0.0,258,0.0
3,u002,u002_q005,task,task_status,beta 发布还有什么没完成？,proposed_TMT_decay_event_memory,u002_e005|u002_e001|u002_e009,beta 发布 status update|beta 发布 planning|beta 发布 dependency discussion,0.71228|0.676747|0.632704,u002_e005|u002_e001|u002_e017,0.6666666666666666,1.0,1.0,0.6666666666666666,0.9072836011519267,213,0.0
1,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e006,0.0,1.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,similarity_only,u002_e010,用户访谈 dependency discussion,0.178571,u002_e006,0.0,1.0,0.0,0.0,0.0,80,0.0
1,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,recency_similarity_hybrid,u002_e015,Mixed review and reminder,0.482353,u002_e006,0.0,1.0,0.0,0.0,0.0,82,0.0
1,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,proposed_TMT_decay_event_memory,u002_e006,用户访谈 status update,0.711385,u002_e006,1.0,1.0,1.0,1.0,1.0,72,1.0
2,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e006,0.0,1.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,similarity_only,u002_e010|u002_e005,用户访谈 dependency discussion|beta 发布 status update,0.178571|0.117647,u002_e006,0.0,1.0,0.0,0.0,0.0,145,0.0
2,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,recency_similarity_hybrid,u002_e015|u002_e016,Mixed review and reminder|Recent irrelevant side matter,0.482353|0.481429,u002_e006,0.0,1.0,0.0,0.0,0.0,158,0.0
2,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,proposed_TMT_decay_event_memory,u002_e006|u002_e002,用户访谈 status update|用户访谈 planning,0.711385|0.702165,u002_e006,1.0,1.0,1.0,1.0,1.0,133,1.0
3,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e006,0.0,1.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,similarity_only,u002_e010|u002_e005|u002_e006,用户访谈 dependency discussion|beta 发布 status update|用户访谈 status update,0.178571|0.117647|0.116667,u002_e006,1.0,1.0,0.0,1.0,0.5,216,1.0
3,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,recency_similarity_hybrid,u002_e015|u002_e016|u002_e018,Mixed review and reminder|Recent irrelevant side matter|Urgent wrong domain,0.482353|0.481429|0.472297,u002_e006,0.0,1.0,0.0,0.0,0.0,242,0.0
3,u002,u002_q006,task,task_status,用户访谈的资料收集完成了吗？,proposed_TMT_decay_event_memory,u002_e006|u002_e002|u002_e005,用户访谈 status update|用户访谈 planning|beta 发布 status update,0.711385|0.702165|0.681238,u002_e006,1.0,1.0,1.0,1.0,1.0,198,1.0
1,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e007,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,similarity_only,u002_e007,风险同步 status update,0.117647,u002_e007,1.0,1.0,1.0,1.0,1.0,73,1.0
1,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.501333,u002_e007,0.0,0.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u002_e018,Urgent wrong domain,0.679172,u002_e007,0.0,0.0,0.0,0.0,0.0,84,0.0
2,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e007,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,similarity_only,u002_e007|u002_e018,风险同步 status update|Urgent wrong domain,0.117647|0.093333,u002_e007,1.0,1.0,1.0,1.0,1.0,156,1.0
2,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u002_e018|u002_e015,Urgent wrong domain|Mixed review and reminder,0.501333|0.480137,u002_e007,0.0,0.0,0.0,0.0,0.0,165,0.0
2,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u002_e018|u002_e007,Urgent wrong domain|风险同步 status update,0.679172|0.678392,u002_e007,1.0,1.0,0.0,1.0,0.6309297535714574,156,1.0
3,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e007,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,similarity_only,u002_e007|u002_e018|u002_e003,风险同步 status update|Urgent wrong domain|风险同步 planning,0.117647|0.093333|0.083333,u002_e007,1.0,1.0,1.0,1.0,1.0,228,1.0
3,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,recency_similarity_hybrid,u002_e018|u002_e015|u002_e016,Urgent wrong domain|Mixed review and reminder|Recent irrelevant side matter,0.501333|0.480137|0.464286,u002_e007,0.0,0.0,0.0,0.0,0.0,242,0.0
3,u002,u002_q007,task,task_status,风险同步那个过期事项现在应该怎么处理？,proposed_TMT_decay_event_memory,u002_e018|u002_e007|u002_e003,Urgent wrong domain|风险同步 status update|风险同步 planning,0.679172|0.678392|0.632393,u002_e007,1.0,1.0,0.0,1.0,0.6309297535714574,228,1.0
1,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,similarity_only,u002_e005,beta 发布 status update,0.092593,u002_e009|u002_e005,0.5,0.0,1.0,0.5,0.46927872602275644,65,0.0
1,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.479333,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u002_e005,beta 发布 status update,0.641419,u002_e009|u002_e005,0.5,0.0,1.0,0.5,0.46927872602275644,65,0.0
2,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,similarity_only,u002_e005|u002_e007,beta 发布 status update|风险同步 status update,0.092593|0.073529,u002_e009|u002_e005,0.5,0.0,1.0,0.5,0.46927872602275644,138,0.0
2,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_similarity_hybrid,u002_e018|u002_e014,Urgent wrong domain|Mixed planning for today,0.479333|0.470886,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,177,0.0
2,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u002_e005|u002_e017,beta 发布 status update|Semantic similar wrong status,0.641419|0.637643,u002_e009|u002_e005,0.5,0.0,1.0,0.5,0.46927872602275644,150,0.0
3,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,similarity_only,u002_e005|u002_e007|u002_e017,beta 发布 status update|风险同步 status update|Semantic similar wrong status,0.092593|0.073529|0.070423,u002_e009|u002_e005,0.5,0.0,1.0,0.5,0.46927872602275644,222,0.0
3,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,recency_similarity_hybrid,u002_e018|u002_e014|u002_e016,Urgent wrong domain|Mixed planning for today|Recent irrelevant side matter,0.479333|0.470886|0.457333,u002_e009|u002_e005,0.0,0.0,0.0,0.0,0.0,253,0.0
3,u002,u002_q008,task,task_context,beta 发布为什么现在还不能最终完成？,proposed_TMT_decay_event_memory,u002_e005|u002_e017|u002_e009,beta 发布 status update|Semantic similar wrong status|beta 发布 dependency discussion,0.641419|0.637643|0.627378,u002_e009|u002_e005,1.0,1.0,1.0,1.0,0.8212377705398237,236,1.0
1,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,similarity_only,u002_e004,路线图评审 planning,0.111111,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,72,0.0
1,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.457143,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,proposed_TMT_decay_event_memory,u002_e004,路线图评审 planning,0.721008,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,72,0.0
2,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,175,0.0
2,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,similarity_only,u002_e004|u002_e008,路线图评审 planning|路线图评审 status update,0.111111|0.107692,u002_e008|u002_e020,0.5,1.0,0.0,0.5,0.52129602861432,146,0.0
2,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_similarity_hybrid,u002_e018|u002_e014,Urgent wrong domain|Mixed planning for today,0.457143|0.456875,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,177,0.0
2,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,proposed_TMT_decay_event_memory,u002_e004|u002_e008,路线图评审 planning|路线图评审 status update,0.721008|0.718394,u002_e008|u002_e020,0.5,1.0,0.0,0.5,0.52129602861432,146,0.0
3,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,251,0.0
3,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,similarity_only,u002_e004|u002_e008|u002_e020,路线图评审 planning|路线图评审 status update|Superseded MU distractor,0.111111|0.107692|0.085714,u002_e008|u002_e020,1.0,1.0,0.0,1.0,0.6590018048024133,228,1.0
3,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,recency_similarity_hybrid,u002_e018|u002_e014|u002_e015,Urgent wrong domain|Mixed planning for today|Mixed review and reminder,0.457143|0.456875|0.45,u002_e008|u002_e020,0.0,1.0,0.0,0.0,0.0,258,0.0
3,u002,u002_q009,task,task_context,路线图评审当前有效计划是什么？,proposed_TMT_decay_event_memory,u002_e004|u002_e008|u002_e020,路线图评审 planning|路线图评审 status update|Superseded MU distractor,0.721008|0.718394|0.649366,u002_e008|u002_e020,1.0,1.0,0.0,1.0,0.6590018048024133,228,1.0
1,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e009|u002_e014,0.5,0.0,1.0,0.5,0.46927872602275644,93,0.0
1,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,similarity_only,u002_e009,beta 发布 dependency discussion,0.101695,u002_e009|u002_e014,0.5,1.0,1.0,0.5,0.7039180890341347,87,0.0
1,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_similarity_hybrid,u002_e018,Urgent wrong domain,0.472917,u002_e009|u002_e014,0.0,0.0,0.0,0.0,0.0,84,0.0
1,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,proposed_TMT_decay_event_memory,u002_e009,beta 发布 dependency discussion,0.755668,u002_e009|u002_e014,0.5,1.0,1.0,0.5,0.7039180890341347,87,0.0
2,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e009|u002_e014,0.5,0.0,1.0,0.5,0.46927872602275644,175,0.0
2,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,similarity_only,u002_e009|u002_e005,beta 发布 dependency discussion|beta 发布 status update,0.101695|0.057692,u002_e009|u002_e014,0.5,1.0,1.0,0.5,0.7039180890341347,152,0.0
2,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_similarity_hybrid,u002_e018|u002_e014,Urgent wrong domain|Mixed planning for today,0.472917|0.472,u002_e009|u002_e014,0.5,0.0,0.0,0.5,0.2960819109658652,177,0.0
2,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,proposed_TMT_decay_event_memory,u002_e009|u002_e014,beta 发布 dependency discussion|Mixed planning for today,0.755668|0.651279,u002_e009|u002_e014,1.0,1.0,1.0,1.0,1.0,180,1.0
3,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_only,u002_e014|u002_e015|u002_e016,Mixed planning for today|Mixed review and reminder|Recent irrelevant side matter,1.0|1.0|1.0,u002_e009|u002_e014,0.5,0.0,1.0,0.5,0.46927872602275644,251,0.0
3,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,similarity_only,u002_e009|u002_e005|u002_e001,beta 发布 dependency discussion|beta 发布 status update|beta 发布 planning,0.101695|0.057692|0.057143,u002_e009|u002_e014,0.5,1.0,1.0,0.5,0.7039180890341347,213,0.0
3,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,recency_similarity_hybrid,u002_e018|u002_e014|u002_e015,Urgent wrong domain|Mixed planning for today|Mixed review and reminder,0.472917|0.472|0.466176,u002_e009|u002_e014,0.5,0.0,0.0,0.5,0.2960819109658652,258,0.0
3,u002,u002_q010,task,task_dependency,做beta 发布前还缺什么依赖？,proposed_TMT_decay_event_memory,u002_e009|u002_e014|u002_e010,beta 发布 dependency discussion|Mixed planning for today|用户访谈 dependency discussion,0.755668|0.651279|0.602013,u002_e009|u002_e014,1.0,1.0,1.0,1.0,1.0,260,1.0
1,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_only,u002_e014,Mixed planning for today,1.0,u002_e010|u002_e006|u002_e015,0.0,1.0,0.0,0.0,0.0,93,0.0
1,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,similarity_only,u002_e010,用户访谈 dependency discussion,0.080645,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5090967735771897,80,0.0
1,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_similarity_hybrid,u002_e015,Mixed review and reminder,0.481884,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3393978490514598,82,0.0
1,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,proposed_TMT_decay_event_memory,u002_e010,用户访谈 dependency discussion,0.732153,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5090967735771897,80,0.0
2,u002,u002_q011,task,task_dependency,用户访谈卡住的前置条件是什么？,recency_only,u002_e014|u002_e015,Mixed planning for today|Mixed review and reminder,1.0|1.0,u002_e010|u002_e006|u002_e015,0.3333333333333333,1.0,0.0,0.3333333333333333,0.21413620126472027,175,0.0
