top_k,user_id,query_id,query_mode,query_subtype,query,method,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,deadline_ranking_accuracy,memory_token_cost
10,u002,u002_q017,chat,mixed,帮我写一个关于用户访谈的提醒，要体现依赖关系。,proposed_TMT_decay_event_memory,u002_m057|u002_m037|u002_m049|u002_m053|u002_m059|u002_m039|u002_m058|u002_m041|u002_m033|u002_m034,u002_e015|u002_e010|u002_e013|u002_e014|u002_e015|u002_e010|u002_e015|u002_e011|u002_e009|u002_e009,preference|dependency|preference|constraint|preference|constraint|todo|preference|dependency|todo,0.588903|0.579863|0.557761|0.543|0.539922|0.539555|0.534712|0.516154|0.495279|0.491901,u002_m057|u002_m037|u002_m058,u002_e015|u002_e010,1.0,0.9434336918247568,1.0,1.0,1.0,,,,145
1,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_only,u002_m056,u002_e014,fact,1.0,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,similarity_only,u002_m001,u002_e001,todo,0.0,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17
1,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_similarity_hybrid,u002_m056,u002_e014,fact,0.45,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,proposed_TMT_decay_event_memory,u002_m002,u002_e001,todo,0.506843,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17
3,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_only,u002_m056|u002_m060|u002_m064,u002_e014|u002_e015|u002_e016,fact|fact|fact,1.0|1.0|1.0,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,similarity_only,u002_m001|u002_m002|u002_m003,u002_e001|u002_e001|u002_e001,todo|todo|fact,0.0|0.0|0.0,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48
3,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_similarity_hybrid,u002_m056|u002_m060|u002_m064,u002_e014|u002_e015|u002_e016,fact|fact|fact,0.45|0.45|0.45,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,proposed_TMT_decay_event_memory,u002_m002|u002_m001|u002_m054,u002_e001|u002_e001|u002_e014,todo|todo|todo,0.506843|0.493273|0.473389,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,56
5,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_only,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,125
5,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,similarity_only,u002_m001|u002_m002|u002_m003|u002_m004|u002_m005,u002_e001|u002_e001|u002_e001|u002_e001|u002_e002,todo|todo|fact|preference|todo,0.0|0.0|0.0|0.0|0.0,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69
5,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_similarity_hybrid,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018,fact|fact|fact|fact|fact,0.45|0.45|0.45|0.45|0.448502,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,125
5,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,proposed_TMT_decay_event_memory,u002_m002|u002_m001|u002_m054|u002_m034|u002_m069,u002_e001|u002_e001|u002_e014|u002_e009|u002_e018,todo|todo|todo|todo|todo,0.506843|0.493273|0.473389|0.470628|0.435448,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.3333333333333333,0.2437195847468319,0.0,0.5,0.0,0.0,,0.0,90
10,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_only,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071|u002_m070|u002_m069|u002_m063|u002_m062|u002_m061,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018|u002_e018|u002_e018|u002_e016|u002_e016|u002_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.6666666666666666,0.2707061861829935,0.0,0.5,1.0,0.0,,1.0,202
10,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,similarity_only,u002_m001|u002_m002|u002_m003|u002_m004|u002_m005|u002_m006|u002_m007|u002_m008|u002_m009|u002_m010,u002_e001|u002_e001|u002_e001|u002_e001|u002_e002|u002_e002|u002_e002|u002_e002|u002_e003|u002_e003,todo|todo|fact|preference|todo|todo|preference|fact|todo|preference,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.3333333333333333,0.12643379974248642,0.0,0.5,0.0,0.0,,0.0,134
10,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,recency_similarity_hybrid,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071|u002_m070|u002_m069|u002_m063|u002_m062|u002_m061,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018|u002_e018|u002_e018|u002_e016|u002_e016|u002_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,0.45|0.45|0.45|0.45|0.448502|0.448316|0.448129|0.426629|0.426451|0.426273,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.6666666666666666,0.2707061861829935,0.0,0.5,1.0,0.0,,1.0,202
10,u002,u002_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,proposed_TMT_decay_event_memory,u002_m002|u002_m001|u002_m054|u002_m034|u002_m069|u002_m053|u002_m009|u002_m070|u002_m025|u002_m005,u002_e001|u002_e001|u002_e014|u002_e009|u002_e018|u002_e014|u002_e003|u002_e018|u002_e007|u002_e002,todo|todo|todo|todo|todo|constraint|todo|constraint|todo|todo,0.506843|0.493273|0.473389|0.470628|0.435448|0.428876|0.411435|0.401221|0.394935|0.380667,u002_m069|u002_m009|u002_m061,u002_e018|u002_e003|u002_e016,0.6666666666666666,0.38372091524947455,0.0,1.0,0.0,0.0,,0.0,176
1,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,recency_only,u002_m056,u002_e014,fact,1.0,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,29
1,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,similarity_only,u002_m017,u002_e005,todo,0.130435,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,10
1,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,recency_similarity_hybrid,u002_m070,u002_e018,constraint,0.498316,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,22
1,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,proposed_TMT_decay_event_memory,u002_m018,u002_e005,status_update,0.595764,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,17
3,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,recency_only,u002_m056|u002_m060|u002_m064,u002_e014|u002_e015|u002_e016,fact|fact|fact,1.0|1.0|1.0,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,87
3,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,similarity_only,u002_m017|u002_m020|u002_m035,u002_e005|u002_e005|u002_e009,todo|todo|constraint,0.130435|0.12|0.12,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,38
3,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,recency_similarity_hybrid,u002_m070|u002_m054|u002_m053,u002_e018|u002_e014|u002_e014,constraint|todo|constraint,0.498316|0.464243|0.462177,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,64
3,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,proposed_TMT_decay_event_memory,u002_m018|u002_m054|u002_m034,u002_e005|u002_e014|u002_e009,status_update|todo|todo,0.595764|0.595608|0.542562,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,58
5,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,recency_only,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,125
5,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,similarity_only,u002_m017|u002_m020|u002_m035|u002_m003|u002_m067,u002_e005|u002_e005|u002_e009|u002_e001|u002_e017,todo|todo|constraint|fact|fact,0.130435|0.12|0.12|0.115385|0.115385,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,66
5,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,recency_similarity_hybrid,u002_m070|u002_m054|u002_m053|u002_m056|u002_m060,u002_e018|u002_e014|u002_e014|u002_e014|u002_e015,constraint|todo|constraint|fact|fact,0.498316|0.464243|0.462177|0.45|0.45,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,120
5,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,proposed_TMT_decay_event_memory,u002_m018|u002_m054|u002_m034|u002_m001|u002_m002,u002_e005|u002_e014|u002_e009|u002_e001|u002_e001,status_update|todo|todo|todo|todo,0.595764|0.595608|0.542562|0.534513|0.533483,u002_m065|u002_m001,u002_e017|u002_e001,0.5,0.20210734650054757,0.0,0.5,,,,,92
10,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,recency_only,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071|u002_m070|u002_m069|u002_m063|u002_m062|u002_m061,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018|u002_e018|u002_e018|u002_e016|u002_e016|u002_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,202
10,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,similarity_only,u002_m017|u002_m020|u002_m035|u002_m003|u002_m067|u002_m018|u002_m033|u002_m065|u002_m002|u002_m019,u002_e005|u002_e005|u002_e009|u002_e001|u002_e017|u002_e005|u002_e009|u002_e017|u002_e001|u002_e005,todo|todo|constraint|fact|fact|status_update|dependency|todo|todo|fact,0.130435|0.12|0.12|0.115385|0.115385|0.111111|0.111111|0.111111|0.107143|0.107143,u002_m065|u002_m001,u002_e017|u002_e001,0.5,0.22206143322439892,0.0,0.5,,,,,148
10,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,recency_similarity_hybrid,u002_m070|u002_m054|u002_m053|u002_m056|u002_m060|u002_m064|u002_m072|u002_m071|u002_m069|u002_m063,u002_e018|u002_e014|u002_e014|u002_e014|u002_e015|u002_e016|u002_e018|u002_e018|u002_e018|u002_e016,constraint|todo|constraint|fact|fact|fact|fact|fact|todo|todo,0.498316|0.464243|0.462177|0.45|0.45|0.45|0.45|0.448502|0.448129|0.426629,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,213
10,u002,u002_q019,task,task_status,那个类似beta 发布的旧任务还需要今天做吗？,proposed_TMT_decay_event_memory,u002_m018|u002_m054|u002_m034|u002_m001|u002_m002|u002_m005|u002_m065|u002_m017|u002_m050|u002_m029,u002_e005|u002_e014|u002_e009|u002_e001|u002_e001|u002_e002|u002_e017|u002_e005|u002_e013|u002_e008,status_update|todo|todo|todo|todo|todo|todo|todo|status_update|status_update,0.595764|0.595608|0.542562|0.534513|0.533483|0.498108|0.496224|0.494559|0.489008|0.488146,u002_m065|u002_m001,u002_e017|u002_e001,1.0,0.4367467095119258,0.0,1.0,,,,,167
1,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u002_m056,u002_e014,fact,1.0,,,1.0,1.0,0.0,,,,,,29
1,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u002_m045,u002_e012,preference,0.043478,,,1.0,1.0,0.0,,,,,,4
1,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u002_m056,u002_e014,fact,0.45,,,1.0,1.0,0.0,,,,,,29
1,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u002_m057,u002_e015,preference,0.200366,,,1.0,1.0,0.0,,,,,,18
3,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u002_m056|u002_m060|u002_m064,u002_e014|u002_e015|u002_e016,fact|fact|fact,1.0|1.0|1.0,,,1.0,1.0,0.0,,,,,,87
3,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u002_m045|u002_m001|u002_m002,u002_e012|u002_e001|u002_e001,preference|todo|todo,0.043478|0.0|0.0,,,1.0,1.0,0.0,,,,,,38
3,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u002_m056|u002_m060|u002_m064,u002_e014|u002_e015|u002_e016,fact|fact|fact,0.45|0.45|0.45,,,1.0,1.0,0.0,,,,,,87
3,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u002_m057|u002_m059|u002_m058,u002_e015|u002_e015|u002_e015,preference|preference|todo,0.200366|0.196185|0.179087,,,1.0,1.0,0.0,,,,,,46
5,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,,,1.0,1.0,0.0,,,,,,125
5,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u002_m045|u002_m001|u002_m002|u002_m003|u002_m004,u002_e012|u002_e001|u002_e001|u002_e001|u002_e001,preference|todo|todo|fact|preference,0.043478|0.0|0.0|0.0|0.0,,,1.0,1.0,0.0,,,,,,57
5,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018,fact|fact|fact|fact|fact,0.45|0.45|0.45|0.45|0.448502,,,1.0,1.0,0.0,,,,,,125
5,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u002_m057|u002_m059|u002_m058|u002_m073|u002_m060,u002_e015|u002_e015|u002_e015|u002_e019|u002_e015,preference|preference|todo|preference|fact,0.200366|0.196185|0.179087|0.147284|0.14425,,,1.0,1.0,0.0,,,,,,92
10,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,recency_only,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071|u002_m070|u002_m069|u002_m063|u002_m062|u002_m061,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018|u002_e018|u002_e018|u002_e016|u002_e016|u002_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,,,1.0,1.0,0.0,,,,,,202
10,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,similarity_only,u002_m045|u002_m001|u002_m002|u002_m003|u002_m004|u002_m005|u002_m006|u002_m007|u002_m008|u002_m009,u002_e012|u002_e001|u002_e001|u002_e001|u002_e001|u002_e002|u002_e002|u002_e002|u002_e002|u002_e003,preference|todo|todo|fact|preference|todo|todo|preference|fact|todo,0.043478|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,,,1.0,1.0,0.0,,,,,,126
10,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,recency_similarity_hybrid,u002_m056|u002_m060|u002_m064|u002_m072|u002_m071|u002_m070|u002_m069|u002_m063|u002_m062|u002_m061,u002_e014|u002_e015|u002_e016|u002_e018|u002_e018|u002_e018|u002_e018|u002_e016|u002_e016|u002_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,0.45|0.45|0.45|0.45|0.448502|0.448316|0.448129|0.426629|0.426451|0.426273,,,1.0,1.0,0.0,,,,,,202
10,u002,u002_q020,chat,negative,我有没有提过要学习法语考试？,proposed_TMT_decay_event_memory,u002_m057|u002_m059|u002_m058|u002_m073|u002_m060|u002_m041|u002_m074|u002_m075|u002_m042|u002_m045,u002_e015|u002_e015|u002_e015|u002_e019|u002_e015|u002_e011|u002_e019|u002_e019|u002_e011|u002_e012,preference|preference|todo|preference|fact|preference|habit|constraint|profile|preference,0.200366|0.196185|0.179087|0.147284|0.14425|0.139548|0.136209|0.133852|0.129338|0.127112,,,1.0,1.0,0.0,,,,,,148
1,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,recency_only,u003_m056,u003_e014,fact,1.0,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,29
1,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,similarity_only,u003_m017,u003_e005,todo,0.238095,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,1.0,,0.0,10
1,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,recency_similarity_hybrid,u003_m070,u003_e018,constraint,0.537025,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,21
1,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,proposed_TMT_decay_event_memory,u003_m002,u003_e001,todo,0.602318,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.3333333333333333,1.0,1.0,0.3333333333333333,,0.0,,0.0,17
3,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,recency_only,u003_m056|u003_m060|u003_m064,u003_e014|u003_e015|u003_e016,fact|fact|fact,1.0|1.0|1.0,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,87
3,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,similarity_only,u003_m017|u003_m020|u003_m035,u003_e005|u003_e005|u003_e009,todo|todo|constraint,0.238095|0.217391|0.217391,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.5,,0.0,36
3,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,recency_similarity_hybrid,u003_m070|u003_m054|u003_m053,u003_e018|u003_e014|u003_e014,constraint|todo|constraint,0.537025|0.509198|0.505391,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,62
3,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,proposed_TMT_decay_event_memory,u003_m002|u003_m054|u003_m001,u003_e001|u003_e014|u003_e001,todo|todo|todo,0.602318|0.588122|0.576585,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.6666666666666666,0.7636451603657846,1.0,0.6666666666666666,,0.0,,0.0,55
5,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,recency_only,u003_m056|u003_m060|u003_m064|u003_m072|u003_m071,u003_e014|u003_e015|u003_e016|u003_e018|u003_e018,fact|fact|fact|fact|fact,1.0|1.0|1.0|1.0|0.996672,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,125
5,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,similarity_only,u003_m017|u003_m020|u003_m035|u003_m003|u003_m067,u003_e005|u003_e005|u003_e009|u003_e001|u003_e017,todo|todo|constraint|fact|fact,0.238095|0.217391|0.217391|0.208333|0.208333,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.5,,0.0,63
5,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,recency_similarity_hybrid,u003_m070|u003_m054|u003_m053|u003_m056|u003_m060,u003_e018|u003_e014|u003_e014|u003_e014|u003_e015,constraint|todo|constraint|fact|fact,0.537025|0.509198|0.505391|0.45|0.45,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,118
5,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,proposed_TMT_decay_event_memory,u003_m002|u003_m054|u003_m001|u003_m053|u003_m034,u003_e001|u003_e014|u003_e001|u003_e014|u003_e009,todo|todo|todo|constraint|todo,0.602318|0.588122|0.576585|0.575754|0.565227,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,92
10,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,recency_only,u003_m056|u003_m060|u003_m064|u003_m072|u003_m071|u003_m070|u003_m069|u003_m063|u003_m062|u003_m061,u003_e014|u003_e015|u003_e016|u003_e018|u003_e018|u003_e018|u003_e018|u003_e016|u003_e016|u003_e016,fact|fact|fact|fact|fact|constraint|todo|todo|constraint|fact,1.0|1.0|1.0|1.0|0.996672|0.996257|0.995842|0.948064|0.947669|0.947274,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,201
10,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,similarity_only,u003_m017|u003_m020|u003_m035|u003_m003|u003_m067|u003_m018|u003_m033|u003_m065|u003_m002|u003_m019,u003_e005|u003_e005|u003_e009|u003_e001|u003_e017|u003_e005|u003_e009|u003_e017|u003_e001|u003_e005,todo|todo|constraint|fact|fact|status_update|dependency|todo|todo|fact,0.238095|0.217391|0.217391|0.208333|0.208333|0.2|0.2|0.2|0.192308|0.192308,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.3333333333333333,0.15325339954248823,0.0,0.3333333333333333,,0.5,,0.0,143
10,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,recency_similarity_hybrid,u003_m070|u003_m054|u003_m053|u003_m056|u003_m060|u003_m064|u003_m072|u003_m049|u003_m071|u003_m069,u003_e018|u003_e014|u003_e014|u003_e014|u003_e015|u003_e016|u003_e018|u003_e013|u003_e018|u003_e018,constraint|todo|constraint|fact|fact|fact|fact|preference|fact|todo,0.537025|0.509198|0.505391|0.45|0.45|0.45|0.45|0.449082|0.448502|0.448129,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,207
10,u003,u003_q001,task,task_due,我最近最该先处理哪个客户封面稿任务？,proposed_TMT_decay_event_memory,u003_m002|u003_m054|u003_m001|u003_m053|u003_m034|u003_m033|u003_m070|u003_m035|u003_m018|u003_m050,u003_e001|u003_e014|u003_e001|u003_e014|u003_e009|u003_e009|u003_e018|u003_e009|u003_e005|u003_e013,todo|todo|todo|constraint|todo|dependency|constraint|constraint|status_update|status_update,0.602318|0.588122|0.576585|0.575754|0.565227|0.512842|0.481629|0.479877|0.478704|0.446165,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,180
1,u003,u003_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u003_m056,u003_e014,fact,1.0,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u003,u003_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u003_m049,u003_e013,preference,0.054054,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6
1,u003,u003_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u003_m056,u003_e014,fact,0.45,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29
1,u003,u003_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u003_m034,u003_e009,todo,0.483617,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19
3,u003,u003_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_only,u003_m056|u003_m060|u003_m064,u003_e014|u003_e015|u003_e016,fact|fact|fact,1.0|1.0|1.0,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u003,u003_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,similarity_only,u003_m049|u003_m045|u003_m001,u003_e013|u003_e012|u003_e001,preference|preference|todo,0.054054|0.029412|0.0,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27
3,u003,u003_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,recency_similarity_hybrid,u003_m056|u003_m060|u003_m064,u003_e014|u003_e015|u003_e016,fact|fact|fact,0.45|0.45|0.45,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
3,u003,u003_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,proposed_TMT_decay_event_memory,u003_m034|u003_m002|u003_m054,u003_e009|u003_e001|u003_e014,todo|todo|todo,0.483617|0.481805|0.469604,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,57
