top_k,ablation,user_id,query_id,query_mode,query_subtype,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,deadline_ranking_accuracy,memory_token_cost
5,wo_domain,u001,u001_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,u001_m002|u001_m054|u001_m034|u001_m001|u001_m053,u001_e001|u001_e014|u001_e009|u001_e001|u001_e014,todo|todo|todo|todo|constraint,0.436843|0.426722|0.423961|0.423273|0.38221,u001_m069|u001_m009|u001_m061,u001_e018|u001_e003|u001_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,94
5,wo_penalty,u001,u001_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m069,u001_e001|u001_e001|u001_e014|u001_e009|u001_e018,todo|todo|todo|todo|todo,0.506843|0.493273|0.473389|0.470628|0.435448,u001_m069|u001_m009|u001_m061,u001_e018|u001_e003|u001_e016,0.3333333333333333,0.2437195847468319,0.0,0.5,0.0,0.0,,0.0,89
10,full_qca,u001,u001_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m069|u001_m053|u001_m009|u001_m070|u001_m025|u001_m005,u001_e001|u001_e001|u001_e014|u001_e009|u001_e018|u001_e014|u001_e003|u001_e018|u001_e007|u001_e002,todo|todo|todo|todo|todo|constraint|todo|constraint|todo|todo,0.506843|0.493273|0.473389|0.470628|0.435448|0.428876|0.411435|0.401221|0.394935|0.380667,u001_m069|u001_m009|u001_m061,u001_e018|u001_e003|u001_e016,0.6666666666666666,0.38372091524947455,0.0,1.0,0.0,0.0,,0.0,174
10,wo_tmt,u001,u001_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,u001_m069|u001_m001|u001_m002|u001_m054|u001_m034|u001_m009|u001_m005|u001_m025|u001_m058|u001_m063,u001_e018|u001_e001|u001_e001|u001_e014|u001_e009|u001_e003|u001_e002|u001_e007|u001_e015|u001_e016,todo|todo|todo|todo|todo|todo|todo|todo|todo|todo,0.570033|0.5675|0.557|0.525367|0.518167|0.48595|0.476817|0.448933|0.446633|0.4414,u001_m069|u001_m009|u001_m061,u001_e018|u001_e003|u001_e016,0.6666666666666666,0.7796144276510729,1.0,1.0,0.0,0.0,,1.0,159
10,wo_decay,u001,u001_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m069|u001_m053|u001_m009|u001_m033|u001_m018|u001_m025,u001_e001|u001_e001|u001_e014|u001_e009|u001_e018|u001_e014|u001_e003|u001_e009|u001_e005|u001_e007,todo|todo|todo|todo|todo|constraint|todo|dependency|status_update|todo,0.506843|0.493273|0.473389|0.470628|0.435448|0.421717|0.411435|0.404267|0.396833|0.394935,u001_m069|u001_m009|u001_m061,u001_e018|u001_e003|u001_e016,0.6666666666666666,0.38372091524947455,0.0,1.0,0.0,0.0,,0.0,171
10,wo_compatibility,u001,u001_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,u001_m053|u001_m070|u001_m002|u001_m001|u001_m049|u001_m033|u001_m041|u001_m045|u001_m054|u001_m057,u001_e014|u001_e018|u001_e001|u001_e001|u001_e013|u001_e009|u001_e011|u001_e012|u001_e014|u001_e015,constraint|constraint|todo|todo|preference|dependency|preference|preference|todo|preference,0.329876|0.302221|0.297843|0.284273|0.281576|0.277265|0.271631|0.267981|0.264389|0.261736,u001_m069|u001_m009|u001_m061,u001_e018|u001_e003|u001_e016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,150
10,wo_domain,u001,u001_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,u001_m002|u001_m054|u001_m034|u001_m001|u001_m053|u001_m050|u001_m025|u001_m058|u001_m069|u001_m009,u001_e001|u001_e014|u001_e009|u001_e001|u001_e014|u001_e013|u001_e007|u001_e015|u001_e018|u001_e003,todo|todo|todo|todo|constraint|status_update|todo|todo|todo|todo,0.436843|0.426722|0.423961|0.423273|0.38221|0.377347|0.371601|0.353554|0.342114|0.341435,u001_m069|u001_m009|u001_m061,u001_e018|u001_e003|u001_e016,0.6666666666666666,0.31105908047178854,0.0,1.0,0.0,0.0,,0.0,172
10,wo_penalty,u001,u001_q018,task,task_priority,我还有什么低优先级但今天可能会干扰我的事？,u001_m002|u001_m001|u001_m054|u001_m034|u001_m069|u001_m053|u001_m009|u001_m070|u001_m025|u001_m005,u001_e001|u001_e001|u001_e014|u001_e009|u001_e018|u001_e014|u001_e003|u001_e018|u001_e007|u001_e002,todo|todo|todo|todo|todo|constraint|todo|constraint|todo|todo,0.506843|0.493273|0.473389|0.470628|0.435448|0.428876|0.411435|0.401221|0.394935|0.380667,u001_m069|u001_m009|u001_m061,u001_e018|u001_e003|u001_e016,0.6666666666666666,0.38372091524947455,0.0,1.0,0.0,0.0,,0.0,174
5,full_qca,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m002|u001_m001|u001_m018|u001_m054|u001_m034,u001_e001|u001_e001|u001_e005|u001_e014|u001_e009,todo|todo|status_update|todo|todo,0.631132|0.630695|0.624208|0.622505|0.614732,u001_m065|u001_m001,u001_e017|u001_e001,0.5,0.2960819109658652,0.0,0.5,,,,,91
5,wo_tmt,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m001|u001_m002|u001_m054|u001_m034|u001_m018,u001_e001|u001_e001|u001_e014|u001_e009|u001_e005,todo|todo|todo|todo|status_update,0.646682|0.641935|0.6337|0.624971|0.624208,u001_m065|u001_m001,u001_e017|u001_e001,0.5,0.46927872602275644,1.0,0.5,,,,,91
5,wo_decay,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m018|u001_m002|u001_m001|u001_m054|u001_m034,u001_e005|u001_e001|u001_e001|u001_e014|u001_e009,status_update|todo|todo|todo|todo,0.6685|0.631132|0.630695|0.622505|0.614732,u001_m065|u001_m001,u001_e017|u001_e001,0.5,0.23463936301137822,0.0,0.5,,,,,91
5,wo_compatibility,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m053|u001_m002|u001_m001|u001_m054|u001_m034,u001_e014|u001_e001|u001_e001|u001_e014|u001_e009,constraint|todo|todo|todo|todo,0.403638|0.393132|0.392695|0.384505|0.376732,u001_m065|u001_m001,u001_e017|u001_e001,0.5,0.23463936301137822,0.0,0.5,,,,,94
5,wo_domain,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m002|u001_m001|u001_m018|u001_m054|u001_m034,u001_e001|u001_e001|u001_e005|u001_e014|u001_e009,todo|todo|status_update|todo|todo,0.491132|0.490695|0.484208|0.482505|0.474732,u001_m065|u001_m001,u001_e017|u001_e001,0.5,0.2960819109658652,0.0,0.5,,,,,91
5,wo_penalty,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m002|u001_m001|u001_m018|u001_m054|u001_m034,u001_e001|u001_e001|u001_e005|u001_e014|u001_e009,todo|todo|status_update|todo|todo,0.631132|0.630695|0.624208|0.622505|0.614732,u001_m065|u001_m001,u001_e017|u001_e001,0.5,0.2960819109658652,0.0,0.5,,,,,91
10,full_qca,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m002|u001_m001|u001_m018|u001_m054|u001_m034|u001_m017|u001_m065|u001_m020|u001_m053|u001_m005,u001_e001|u001_e001|u001_e005|u001_e014|u001_e009|u001_e005|u001_e017|u001_e005|u001_e014|u001_e002,todo|todo|status_update|todo|todo|todo|todo|todo|constraint|todo,0.631132|0.630695|0.624208|0.622505|0.614732|0.526666|0.524668|0.503984|0.501638|0.498108,u001_m065|u001_m001,u001_e017|u001_e001,1.0,0.5307212739772434,0.0,1.0,,,,,162
10,wo_tmt,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m001|u001_m002|u001_m054|u001_m034|u001_m018|u001_m017|u001_m065|u001_m005|u001_m069|u001_m020,u001_e001|u001_e001|u001_e014|u001_e009|u001_e005|u001_e005|u001_e017|u001_e002|u001_e018|u001_e005,todo|todo|todo|todo|status_update|todo|todo|todo|todo|todo,0.646682|0.641935|0.6337|0.624971|0.624208|0.538846|0.5371|0.518817|0.517033|0.513521,u001_m065|u001_m001,u001_e017|u001_e001,1.0,0.7039180890341347,1.0,1.0,,,,,158
10,wo_decay,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m018|u001_m002|u001_m001|u001_m054|u001_m034|u001_m017|u001_m065|u001_m020|u001_m005|u001_m053,u001_e005|u001_e001|u001_e001|u001_e014|u001_e009|u001_e005|u001_e017|u001_e005|u001_e002|u001_e014,status_update|todo|todo|todo|todo|todo|todo|todo|todo|constraint,0.6685|0.631132|0.630695|0.622505|0.614732|0.526666|0.524668|0.503984|0.498108|0.497232,u001_m065|u001_m001,u001_e017|u001_e001,1.0,0.46927872602275644,0.0,1.0,,,,,162
10,wo_compatibility,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m053|u001_m002|u001_m001|u001_m054|u001_m034|u001_m033|u001_m035|u001_m018|u001_m070|u001_m019,u001_e014|u001_e001|u001_e001|u001_e014|u001_e009|u001_e009|u001_e009|u001_e005|u001_e018|u001_e005,constraint|todo|todo|todo|todo|dependency|constraint|status_update|constraint|fact,0.403638|0.393132|0.392695|0.384505|0.376732|0.375368|0.367548|0.344208|0.344091|0.32379,u001_m065|u001_m001,u001_e017|u001_e001,0.5,0.23463936301137822,0.0,0.5,,,,,179
10,wo_domain,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m002|u001_m001|u001_m018|u001_m054|u001_m034|u001_m050|u001_m022|u001_m029|u001_m069|u001_m078,u001_e001|u001_e001|u001_e005|u001_e014|u001_e009|u001_e013|u001_e006|u001_e008|u001_e018|u001_e020,todo|todo|status_update|todo|todo|status_update|status_update|status_update|todo|status_update,0.491132|0.490695|0.484208|0.482505|0.474732|0.465675|0.415432|0.394813|0.394712|0.388241,u001_m065|u001_m001,u001_e017|u001_e001,0.5,0.2960819109658652,0.0,0.5,,,,,173
10,wo_penalty,u001,u001_q019,task,task_status,那个类似课程项目汇报的旧任务还需要今天做吗？,u001_m002|u001_m001|u001_m018|u001_m054|u001_m034|u001_m017|u001_m065|u001_m020|u001_m053|u001_m005,u001_e001|u001_e001|u001_e005|u001_e014|u001_e009|u001_e005|u001_e017|u001_e005|u001_e014|u001_e002,todo|todo|status_update|todo|todo|todo|todo|todo|constraint|todo,0.631132|0.630695|0.624208|0.622505|0.614732|0.526666|0.524668|0.503984|0.501638|0.498108,u001_m065|u001_m001,u001_e017|u001_e001,1.0,0.5307212739772434,0.0,1.0,,,,,162
5,full_qca,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m014,u001_e015|u001_e015|u001_e015|u001_e020|u001_e004,preference|preference|todo|status_update|dependency,0.200366|0.196185|0.179087|0.160494|0.147399,,,1.0,1.0,0.0,,,,,,78
5,wo_tmt,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m013,u001_e015|u001_e015|u001_e015|u001_e020|u001_e004,preference|preference|todo|status_update|todo,0.200366|0.196185|0.1925|0.160494|0.156674,,,1.0,1.0,0.0,,,,,,76
5,wo_decay,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m073,u001_e015|u001_e015|u001_e015|u001_e020|u001_e019,preference|preference|todo|status_update|preference,0.1985|0.1936|0.179087|0.171074|0.158467,,,1.0,1.0,0.0,,,,,,80
5,wo_compatibility,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m014,u001_e015|u001_e015|u001_e015|u001_e020|u001_e004,preference|preference|todo|status_update|dependency,0.200366|0.196185|0.179087|0.160494|0.147399,,,1.0,1.0,0.0,,,,,,78
5,wo_domain,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m053|u001_m049|u001_m001|u001_m002|u001_m050,u001_e014|u001_e013|u001_e001|u001_e001|u001_e013,constraint|preference|todo|todo|status_update,0.119927|0.118522|0.110426|0.108754|0.107936,,,1.0,1.0,0.0,,,,,,79
5,wo_penalty,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m014,u001_e015|u001_e015|u001_e015|u001_e020|u001_e004,preference|preference|todo|status_update|dependency,0.200366|0.196185|0.179087|0.160494|0.147399,,,1.0,1.0,0.0,,,,,,78
10,full_qca,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m014|u001_m073|u001_m060|u001_m015|u001_m013|u001_m041,u001_e015|u001_e015|u001_e015|u001_e020|u001_e004|u001_e019|u001_e015|u001_e004|u001_e004|u001_e011,preference|preference|todo|status_update|dependency|preference|fact|fact|todo|preference,0.200366|0.196185|0.179087|0.160494|0.147399|0.147284|0.14425|0.141346|0.141284|0.139548,,,1.0,1.0,0.0,,,,,,155
10,wo_tmt,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m013|u001_m014|u001_m073|u001_m060|u001_m015|u001_m041,u001_e015|u001_e015|u001_e015|u001_e020|u001_e004|u001_e004|u001_e019|u001_e015|u001_e004|u001_e011,preference|preference|todo|status_update|todo|dependency|preference|fact|fact|preference,0.200366|0.196185|0.1925|0.160494|0.156674|0.147399|0.147284|0.14425|0.141346|0.139548,,,1.0,1.0,0.0,,,,,,155
10,wo_decay,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m073|u001_m014|u001_m015|u001_m074|u001_m077|u001_m075,u001_e015|u001_e015|u001_e015|u001_e020|u001_e019|u001_e004|u001_e004|u001_e019|u001_e020|u001_e019,preference|preference|todo|status_update|preference|dependency|fact|habit|fact|constraint,0.1985|0.1936|0.179087|0.171074|0.158467|0.155317|0.148082|0.146167|0.144933|0.143167,,,1.0,1.0,0.0,,,,,,154
10,wo_compatibility,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m014|u001_m073|u001_m060|u001_m015|u001_m013|u001_m041,u001_e015|u001_e015|u001_e015|u001_e020|u001_e004|u001_e019|u001_e015|u001_e004|u001_e004|u001_e011,preference|preference|todo|status_update|dependency|preference|fact|fact|todo|preference,0.200366|0.196185|0.179087|0.160494|0.147399|0.147284|0.14425|0.141346|0.141284|0.139548,,,1.0,1.0,0.0,,,,,,155
10,wo_domain,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m053|u001_m049|u001_m001|u001_m002|u001_m050|u001_m033|u001_m041|u001_m054|u001_m034|u001_m057,u001_e014|u001_e013|u001_e001|u001_e001|u001_e013|u001_e009|u001_e011|u001_e014|u001_e009|u001_e015,constraint|preference|todo|todo|status_update|dependency|preference|todo|todo|preference,0.119927|0.118522|0.110426|0.108754|0.107936|0.106215|0.106214|0.104304|0.102158|0.100366,,,1.0,1.0,0.0,,,,,,164
10,wo_penalty,u001,u001_q020,chat,negative,我有没有提过要学习法语考试？,u001_m057|u001_m059|u001_m058|u001_m078|u001_m014|u001_m073|u001_m060|u001_m015|u001_m013|u001_m041,u001_e015|u001_e015|u001_e015|u001_e020|u001_e004|u001_e019|u001_e015|u001_e004|u001_e004|u001_e011,preference|preference|todo|status_update|dependency|preference|fact|fact|todo|preference,0.200366|0.196185|0.179087|0.160494|0.147399|0.147284|0.14425|0.141346|0.141284|0.139548,,,1.0,1.0,0.0,,,,,,155
5,full_qca,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m002|u002_m054|u002_m001|u002_m053|u002_m034,u002_e001|u002_e014|u002_e001|u002_e014|u002_e009,todo|todo|todo|constraint|todo,0.550139|0.536537|0.525559|0.524728|0.514728,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,95
5,wo_tmt,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m001|u002_m002|u002_m054|u002_m034|u002_m069,u002_e001|u002_e001|u002_e014|u002_e009|u002_e018,todo|todo|todo|todo|todo,0.628334|0.619587|0.608507|0.580551|0.552133,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,90
5,wo_decay,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m002|u002_m018|u002_m054|u002_m001|u002_m053,u002_e001|u002_e005|u002_e014|u002_e001|u002_e014,todo|status_update|todo|todo|constraint,0.550139|0.542215|0.536537|0.525559|0.514814,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,0.6666666666666666,0.7283528197476834,1.0,0.6666666666666666,,0.0,,0.0,92
5,wo_compatibility,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m053|u002_m002|u002_m070|u002_m033|u002_m054,u002_e014|u002_e001|u002_e018|u002_e009|u002_e014,constraint|todo|constraint|dependency|todo,0.443728|0.370139|0.367767|0.361031|0.356537,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,0.3333333333333333,0.3212043018970804,0.0,0.3333333333333333,,0.0,,0.0,99
5,wo_domain,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m002|u002_m054|u002_m034|u002_m001|u002_m053,u002_e001|u002_e014|u002_e009|u002_e001|u002_e014,todo|todo|todo|todo|constraint,0.483472|0.46987|0.464728|0.458892|0.458061,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.8980517442734133,1.0,1.0,,0.0,,0.0,95
5,wo_penalty,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m002|u002_m054|u002_m001|u002_m053|u002_m034,u002_e001|u002_e014|u002_e001|u002_e014|u002_e009,todo|todo|todo|constraint|todo,0.550139|0.536537|0.525559|0.524728|0.514728,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,95
10,full_qca,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m002|u002_m054|u002_m001|u002_m053|u002_m034|u002_m033|u002_m070|u002_m018|u002_m050|u002_m035,u002_e001|u002_e014|u002_e001|u002_e014|u002_e009|u002_e009|u002_e018|u002_e005|u002_e013|u002_e009,todo|todo|todo|constraint|todo|dependency|constraint|status_update|status_update|constraint,0.550139|0.536537|0.525559|0.524728|0.514728|0.460031|0.448767|0.442559|0.429498|0.425675,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,185
10,wo_tmt,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m001|u002_m002|u002_m054|u002_m034|u002_m069|u002_m053|u002_m009|u002_m005|u002_m058|u002_m063,u002_e001|u002_e001|u002_e014|u002_e009|u002_e018|u002_e014|u002_e003|u002_e002|u002_e015|u002_e016,todo|todo|todo|todo|todo|constraint|todo|todo|todo|todo,0.628334|0.619587|0.608507|0.580551|0.552133|0.524728|0.504947|0.49356|0.472933|0.469253,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,163
10,wo_decay,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m002|u002_m018|u002_m054|u002_m001|u002_m053|u002_m034|u002_m033|u002_m035|u002_m070|u002_m022,u002_e001|u002_e005|u002_e014|u002_e001|u002_e014|u002_e009|u002_e009|u002_e009|u002_e018|u002_e006,todo|status_update|todo|todo|constraint|todo|dependency|constraint|constraint|status_update,0.550139|0.542215|0.536537|0.525559|0.514814|0.514728|0.498802|0.46184|0.437499|0.425667,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.8492487728688168,1.0,1.0,,0.0,,0.0,182
10,wo_compatibility,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m053|u002_m002|u002_m070|u002_m033|u002_m054|u002_m001|u002_m042|u002_m035|u002_m049|u002_m034,u002_e014|u002_e001|u002_e018|u002_e009|u002_e014|u002_e001|u002_e011|u002_e009|u002_e013|u002_e009,constraint|todo|constraint|dependency|todo|todo|profile|constraint|preference|todo,0.443728|0.370139|0.367767|0.361031|0.356537|0.345559|0.344825|0.344675|0.34328|0.334728,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.6006562118675057,0.0,1.0,,0.0,,0.0,173
10,wo_domain,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m002|u002_m054|u002_m034|u002_m001|u002_m053|u002_m050|u002_m033|u002_m035|u002_m025|u002_m049,u002_e001|u002_e014|u002_e009|u002_e001|u002_e014|u002_e013|u002_e009|u002_e009|u002_e007|u002_e013,todo|todo|todo|todo|constraint|status_update|dependency|constraint|todo|preference,0.483472|0.46987|0.464728|0.458892|0.458061|0.429498|0.410031|0.375675|0.372753|0.37028,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.8980517442734133,1.0,1.0,,0.0,,0.0,172
10,wo_penalty,u002,u002_q001,task,task_due,我最近最该先处理哪个beta 发布任务？,u002_m002|u002_m054|u002_m001|u002_m053|u002_m034|u002_m033|u002_m070|u002_m018|u002_m050|u002_m035,u002_e001|u002_e014|u002_e001|u002_e014|u002_e009|u002_e009|u002_e018|u002_e005|u002_e013|u002_e009,todo|todo|todo|constraint|todo|dependency|constraint|status_update|status_update|constraint,0.550139|0.536537|0.525559|0.524728|0.514728|0.460031|0.448767|0.442559|0.429498|0.425675,u002_m002|u002_m001|u002_m034,u002_e001|u002_e009,1.0,0.8949421710407071,1.0,1.0,,0.0,,0.0,185
5,full_qca,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m034|u002_m002|u002_m054|u002_m001|u002_m053,u002_e009|u002_e001|u002_e014|u002_e001|u002_e014,todo|todo|todo|todo|constraint,0.483617|0.481805|0.469604|0.459918|0.459087,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,95
5,wo_tmt,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m069|u002_m001|u002_m002|u002_m034|u002_m054,u002_e018|u002_e001|u002_e001|u002_e009|u002_e014,todo|todo|todo|todo|todo,0.6188|0.562693|0.551253|0.54944|0.541573,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.6666666666666666,0.5250049893849101,1.0,1.0,0.0,0.0,,1.0,90
5,wo_decay,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m034|u002_m002|u002_m054|u002_m033|u002_m001,u002_e009|u002_e001|u002_e014|u002_e009|u002_e001,todo|todo|todo|dependency|todo,0.483617|0.481805|0.469604|0.46228|0.459918,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,94
5,wo_compatibility,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m053|u002_m070|u002_m049|u002_m033|u002_m057,u002_e014|u002_e018|u002_e013|u002_e009|u002_e015,constraint|constraint|preference|dependency|preference,0.378087|0.355468|0.34328|0.324509|0.323968,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87
5,wo_domain,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m002|u002_m054|u002_m034|u002_m050|u002_m001,u002_e001|u002_e014|u002_e009|u002_e013|u002_e001,todo|todo|todo|status_update|todo,0.448472|0.43627|0.433617|0.429498|0.426585,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.3333333333333333,0.6300059872618923,1.0,0.5,0.0,0.0,,0.0,96
5,wo_penalty,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m034|u002_m002|u002_m054|u002_m001|u002_m053,u002_e009|u002_e001|u002_e014|u002_e001|u002_e014,todo|todo|todo|todo|constraint,0.483617|0.481805|0.469604|0.459918|0.459087,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,95
10,full_qca,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m034|u002_m002|u002_m054|u002_m001|u002_m053|u002_m070|u002_m069|u002_m050|u002_m033|u002_m025,u002_e009|u002_e001|u002_e014|u002_e001|u002_e014|u002_e018|u002_e018|u002_e013|u002_e009|u002_e007,todo|todo|todo|todo|constraint|constraint|todo|status_update|dependency|todo,0.483617|0.481805|0.469604|0.459918|0.459087|0.436468|0.43245|0.429498|0.423509|0.422753,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.6666666666666666,0.4674901875430098,0.0,1.0,0.0,0.0,,0.0,185
10,wo_tmt,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m069|u002_m001|u002_m002|u002_m034|u002_m054|u002_m005|u002_m009|u002_m025|u002_m058|u002_m053,u002_e018|u002_e001|u002_e001|u002_e009|u002_e014|u002_e002|u002_e003|u002_e007|u002_e015|u002_e014,todo|todo|todo|todo|todo|todo|todo|todo|todo|constraint,0.6188|0.562693|0.551253|0.54944|0.541573|0.510227|0.504947|0.49752|0.472933|0.459087,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.6666666666666666,0.5250049893849101,1.0,1.0,0.0,0.0,,1.0,168
10,wo_decay,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m034|u002_m002|u002_m054|u002_m033|u002_m001|u002_m053|u002_m018|u002_m069|u002_m070|u002_m025,u002_e009|u002_e001|u002_e014|u002_e009|u002_e001|u002_e014|u002_e005|u002_e018|u002_e018|u002_e007,todo|todo|todo|dependency|todo|constraint|status_update|todo|constraint|todo,0.483617|0.481805|0.469604|0.46228|0.459918|0.449173|0.439027|0.43245|0.4252|0.422753,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.6666666666666666,0.46373777600696986,0.0,1.0,0.0,0.0,,0.0,181
10,wo_compatibility,u002,u002_q002,task,task_due,今天有哪些快到截止但不能被过度放大的事项？,u002_m053|u002_m070|u002_m049|u002_m033|u002_m057|u002_m050|u002_m059|u002_m045|u002_m035|u002_m034,u002_e014|u002_e018|u002_e013|u002_e009|u002_e015|u002_e013|u002_e015|u002_e012|u002_e009|u002_e009,constraint|constraint|preference|dependency|preference|status_update|preference|preference|constraint|todo,0.378087|0.355468|0.34328|0.324509|0.323968|0.312498|0.312425|0.304779|0.304675|0.303617,u002_m002|u002_m069|u002_m026,u002_e001|u002_e018|u002_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,159
