top_k,ablation,user_id,query_id,query_mode,query_subtype,hard_case_tag,query,selected_memory_ids,selected_event_ids,selected_memory_types,selected_memory_scores,gold_memory_ids,gold_event_ids,memory_recall,memory_NDCG,memory_top1_accuracy,todo_recall,non_todo_recall,completed_task_error_rate,todo_intrusion_rate,deadline_ranking_accuracy,memory_token_cost
5,wo_penalty,u002,u002_q019,task,task_status,,那个类似beta 发布的旧任务还需要今天做吗？,u002_m054|u002_m018|u002_m034|u002_m001|u002_m002,u002_e014|u002_e005|u002_e009|u002_e001|u002_e001,todo|status_update|todo|todo|todo,0.60437|0.569443|0.551354|0.548076|0.544366,u002_m065|u002_m001,u002_e017|u002_e001,0.5,0.20210734650054757,0.0,0.5,,,,,92
10,full_qca,u002,u002_q019,task,task_status,,那个类似beta 发布的旧任务还需要今天做吗？,u002_m054|u002_m018|u002_m034|u002_m001|u002_m002|u002_m005|u002_m050|u002_m029|u002_m053|u002_m020,u002_e014|u002_e005|u002_e009|u002_e001|u002_e001|u002_e002|u002_e013|u002_e008|u002_e014|u002_e005,todo|status_update|todo|todo|todo|todo|status_update|status_update|constraint|todo,0.60437|0.569443|0.551354|0.548076|0.544366|0.536247|0.520906|0.505392|0.492407|0.49198,u002_m065|u002_m001,u002_e017|u002_e001,0.5,0.20210734650054757,0.0,0.5,,,,,175
10,wo_tmt,u002,u002_q019,task,task_status,,那个类似beta 发布的旧任务还需要今天做吗？,u002_m054|u002_m018|u002_m034|u002_m001|u002_m002|u002_m050|u002_m005|u002_m065|u002_m029|u002_m017,u002_e014|u002_e005|u002_e009|u002_e001|u002_e001|u002_e013|u002_e002|u002_e017|u002_e008|u002_e005,todo|status_update|todo|todo|todo|status_update|todo|todo|status_update|todo,0.606503|0.569443|0.552501|0.5498|0.543886|0.520906|0.517367|0.506156|0.505392|0.504739,u002_m065|u002_m001,u002_e017|u002_e001,1.0,0.4241687797249465,0.0,1.0,,,,,167
10,wo_decay,u002,u002_q019,task,task_status,,那个类似beta 发布的旧任务还需要今天做吗？,u002_m018|u002_m054|u002_m034|u002_m001|u002_m002|u002_m005|u002_m020|u002_m029|u002_m006|u002_m050,u002_e005|u002_e014|u002_e009|u002_e001|u002_e001|u002_e002|u002_e005|u002_e008|u002_e002|u002_e013,status_update|todo|todo|todo|todo|todo|todo|status_update|todo|status_update,0.639356|0.60437|0.551354|0.548076|0.544366|0.536247|0.49198|0.491533|0.487527|0.480933,u002_m065|u002_m001,u002_e017|u002_e001,0.5,0.20210734650054757,0.0,0.5,,,,,171
10,wo_compatibility,u002,u002_q019,task,task_status,,那个类似beta 发布的旧任务还需要今天做吗？,u002_m053|u002_m054|u002_m070|u002_m055|u002_m056|u002_m034|u002_m001|u002_m061|u002_m002|u002_m064,u002_e014|u002_e014|u002_e018|u002_e014|u002_e014|u002_e009|u002_e001|u002_e016|u002_e001|u002_e016,constraint|todo|constraint|preference|fact|todo|todo|fact|todo|fact,0.394407|0.36637|0.362539|0.335049|0.329|0.313354|0.310076|0.306597|0.306366|0.305667,u002_m065|u002_m001,u002_e017|u002_e001,0.5,0.15642624200758548,0.0,0.5,,,,,206
10,wo_domain,u002,u002_q019,task,task_status,,那个类似beta 发布的旧任务还需要今天做吗？,u002_m050|u002_m018|u002_m005|u002_m029|u002_m022|u002_m058|u002_m013|u002_m038|u002_m006|u002_m078,u002_e013|u002_e005|u002_e002|u002_e008|u002_e006|u002_e015|u002_e004|u002_e010|u002_e002|u002_e020,status_update|status_update|todo|status_update|status_update|todo|todo|todo|todo|status_update,0.497572|0.429443|0.41958|0.412059|0.396684|0.38804|0.3806|0.37336|0.37086|0.368818,u002_m065|u002_m001,u002_e017|u002_e001,0.0,0.0,0.0,0.0,,,,,161
10,wo_penalty,u002,u002_q019,task,task_status,,那个类似beta 发布的旧任务还需要今天做吗？,u002_m054|u002_m018|u002_m034|u002_m001|u002_m002|u002_m005|u002_m050|u002_m029|u002_m053|u002_m020,u002_e014|u002_e005|u002_e009|u002_e001|u002_e001|u002_e002|u002_e013|u002_e008|u002_e014|u002_e005,todo|status_update|todo|todo|todo|todo|status_update|status_update|constraint|todo,0.60437|0.569443|0.551354|0.548076|0.544366|0.536247|0.520906|0.505392|0.492407|0.49198,u002_m065|u002_m001,u002_e017|u002_e001,0.5,0.20210734650054757,0.0,0.5,,,,,175
5,full_qca,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m060|u002_m045,u002_e015|u002_e015|u002_e015|u002_e015|u002_e012,preference|preference|todo|fact|preference,0.212697|0.209742|0.1902|0.179|0.142024,,,1.0,1.0,0.0,,,,,,78
5,wo_tmt,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m060|u002_m045,u002_e015|u002_e015|u002_e015|u002_e015|u002_e012,preference|preference|todo|fact|preference,0.212697|0.209742|0.192|0.179|0.142024,,,1.0,1.0,0.0,,,,,,78
5,wo_decay,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m073|u002_m074,u002_e015|u002_e015|u002_e015|u002_e019|u002_e019,preference|preference|todo|preference|habit,0.198|0.193|0.1902|0.156667|0.144667,,,1.0,1.0,0.0,,,,,,80
5,wo_compatibility,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m060|u002_m045,u002_e015|u002_e015|u002_e015|u002_e015|u002_e012,preference|preference|todo|fact|preference,0.212697|0.209742|0.1902|0.179|0.142024,,,1.0,1.0,0.0,,,,,,78
5,wo_domain,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m053|u002_m049|u002_m001|u002_m002|u002_m050,u002_e014|u002_e013|u002_e001|u002_e001|u002_e013,constraint|preference|todo|todo|status_update,0.124846|0.124469|0.123461|0.11815|0.117491,,,1.0,1.0,0.0,,,,,,84
5,wo_penalty,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m060|u002_m045,u002_e015|u002_e015|u002_e015|u002_e015|u002_e012,preference|preference|todo|fact|preference,0.212697|0.209742|0.1902|0.179|0.142024,,,1.0,1.0,0.0,,,,,,78
10,full_qca,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m060|u002_m045|u002_m041|u002_m070|u002_m005|u002_m073|u002_m042,u002_e015|u002_e015|u002_e015|u002_e015|u002_e012|u002_e011|u002_e018|u002_e002|u002_e019|u002_e011,preference|preference|todo|fact|preference|preference|constraint|todo|preference|profile,0.212697|0.209742|0.1902|0.179|0.142024|0.141744|0.140609|0.139233|0.138016|0.134762,,,1.0,1.0,0.0,,,,,,151
10,wo_tmt,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m060|u002_m045|u002_m041|u002_m070|u002_m073|u002_m042|u002_m005,u002_e015|u002_e015|u002_e015|u002_e015|u002_e012|u002_e011|u002_e018|u002_e019|u002_e011|u002_e002,preference|preference|todo|fact|preference|preference|constraint|preference|profile|todo,0.212697|0.209742|0.192|0.179|0.142024|0.141744|0.140609|0.138016|0.134762|0.133333,,,1.0,1.0,0.0,,,,,,151
10,wo_decay,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m073|u002_m074|u002_m060|u002_m075|u002_m005|u002_m041|u002_m042,u002_e015|u002_e015|u002_e015|u002_e019|u002_e019|u002_e015|u002_e019|u002_e002|u002_e011|u002_e011,preference|preference|todo|preference|habit|fact|constraint|todo|preference|profile,0.198|0.193|0.1902|0.156667|0.144667|0.142|0.141667|0.139233|0.138333|0.128333,,,1.0,1.0,0.0,,,,,,159
10,wo_compatibility,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m060|u002_m045|u002_m041|u002_m070|u002_m005|u002_m073|u002_m042,u002_e015|u002_e015|u002_e015|u002_e015|u002_e012|u002_e011|u002_e018|u002_e002|u002_e019|u002_e011,preference|preference|todo|fact|preference|preference|constraint|todo|preference|profile,0.212697|0.209742|0.1902|0.179|0.142024|0.141744|0.140609|0.139233|0.138016|0.134762,,,1.0,1.0,0.0,,,,,,151
10,wo_domain,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m053|u002_m049|u002_m001|u002_m002|u002_m050|u002_m054|u002_m057|u002_m034|u002_m059|u002_m045,u002_e014|u002_e013|u002_e001|u002_e001|u002_e013|u002_e014|u002_e015|u002_e009|u002_e015|u002_e012,constraint|preference|todo|todo|status_update|todo|preference|todo|preference|preference,0.124846|0.124469|0.123461|0.11815|0.117491|0.113333|0.112697|0.110642|0.109742|0.108691,,,1.0,1.0,0.0,,,,,,161
10,wo_penalty,u002,u002_q020,chat,negative,,我有没有提过要学习法语考试？,u002_m057|u002_m059|u002_m058|u002_m060|u002_m045|u002_m041|u002_m070|u002_m005|u002_m073|u002_m042,u002_e015|u002_e015|u002_e015|u002_e015|u002_e012|u002_e011|u002_e018|u002_e002|u002_e019|u002_e011,preference|preference|todo|fact|preference|preference|constraint|todo|preference|profile,0.212697|0.209742|0.1902|0.179|0.142024|0.141744|0.140609|0.139233|0.138016|0.134762,,,1.0,1.0,0.0,,,,,,151
5,full_qca,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m001|u003_m002|u003_m054|u003_m070|u003_m034,u003_e001|u003_e001|u003_e014|u003_e018|u003_e009,todo|todo|todo|constraint|todo,0.67492|0.672526|0.655052|0.630545|0.628229,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.9615980861491925,1.0,1.0,,0.0,,0.0,95
5,wo_tmt,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m001|u003_m002|u003_m054|u003_m034|u003_m070,u003_e001|u003_e001|u003_e014|u003_e009|u003_e018,todo|todo|todo|todo|constraint,0.6788|0.671446|0.659852|0.630809|0.630545,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,95
5,wo_decay,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m001|u003_m002|u003_m054|u003_m034|u003_m018,u003_e001|u003_e001|u003_e014|u003_e009|u003_e005,todo|todo|todo|todo|status_update,0.67492|0.672526|0.655052|0.628229|0.5778,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,90
5,wo_compatibility,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m070|u003_m053|u003_m001|u003_m002|u003_m056,u003_e018|u003_e014|u003_e001|u003_e001|u003_e014,constraint|constraint|todo|todo|fact,0.549545|0.533691|0.49492|0.492526|0.4832,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.6666666666666666,0.47380443295908853,0.0,0.6666666666666666,,0.0,,0.0,101
5,wo_domain,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m070|u003_m053|u003_m050|u003_m005|u003_m062,u003_e018|u003_e014|u003_e013|u003_e002|u003_e016,constraint|constraint|status_update|todo|constraint,0.530545|0.514691|0.502138|0.48488|0.449313,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,90
5,wo_penalty,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m001|u003_m002|u003_m054|u003_m070|u003_m034,u003_e001|u003_e001|u003_e014|u003_e018|u003_e009,todo|todo|todo|constraint|todo,0.67492|0.672526|0.655052|0.630545|0.628229,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.9615980861491925,1.0,1.0,,0.0,,0.0,95
10,full_qca,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m001|u003_m002|u003_m054|u003_m070|u003_m034|u003_m053|u003_m005|u003_m062|u003_m056|u003_m064,u003_e001|u003_e001|u003_e014|u003_e018|u003_e009|u003_e014|u003_e002|u003_e016|u003_e014|u003_e016,todo|todo|todo|constraint|todo|constraint|todo|constraint|fact|fact,0.67492|0.672526|0.655052|0.630545|0.628229|0.614691|0.551547|0.549313|0.5282|0.5282,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.9615980861491925,1.0,1.0,,0.0,,0.0,201
10,wo_tmt,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m001|u003_m002|u003_m054|u003_m034|u003_m070|u003_m053|u003_m069|u003_m062|u003_m056|u003_m064,u003_e001|u003_e001|u003_e014|u003_e009|u003_e018|u003_e014|u003_e018|u003_e016|u003_e014|u003_e016,todo|todo|todo|todo|constraint|constraint|todo|constraint|fact|fact,0.6788|0.671446|0.659852|0.630809|0.630545|0.614691|0.5708|0.549313|0.5282|0.5282,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,201
10,wo_decay,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m001|u003_m002|u003_m054|u003_m034|u003_m018|u003_m053|u003_m005|u003_m033|u003_m013|u003_m035,u003_e001|u003_e001|u003_e014|u003_e009|u003_e005|u003_e014|u003_e002|u003_e009|u003_e004|u003_e009,todo|todo|todo|todo|status_update|constraint|todo|dependency|todo|constraint,0.67492|0.672526|0.655052|0.628229|0.5778|0.5654|0.551547|0.551133|0.527333|0.515603,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.9764717729212657,1.0,1.0,,0.0,,0.0,168
10,wo_compatibility,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m070|u003_m053|u003_m001|u003_m002|u003_m056|u003_m064|u003_m054|u003_m061|u003_m062|u003_m055,u003_e018|u003_e014|u003_e001|u003_e001|u003_e014|u003_e016|u003_e014|u003_e016|u003_e016|u003_e014,constraint|constraint|todo|todo|fact|fact|todo|fact|constraint|preference,0.549545|0.533691|0.49492|0.492526|0.4832|0.4832|0.475052|0.469344|0.468313|0.462011,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.6666666666666666,0.47380443295908853,0.0,0.6666666666666666,,0.0,,0.0,198
10,wo_domain,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m070|u003_m053|u003_m050|u003_m005|u003_m062|u003_m013|u003_m071|u003_m049|u003_m056|u003_m060,u003_e018|u003_e014|u003_e013|u003_e002|u003_e016|u003_e004|u003_e018|u003_e013|u003_e014|u003_e015,constraint|constraint|status_update|todo|constraint|todo|fact|preference|fact|fact,0.530545|0.514691|0.502138|0.48488|0.449313|0.444|0.439563|0.434544|0.4282|0.4282,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,0.0,0.0,0.0,0.0,,0.0,,0.0,178
10,wo_penalty,u003,u003_q001,task,task_due,,我最近最该先处理哪个客户封面稿任务？,u003_m001|u003_m002|u003_m054|u003_m070|u003_m034|u003_m053|u003_m005|u003_m062|u003_m056|u003_m064,u003_e001|u003_e001|u003_e014|u003_e018|u003_e009|u003_e014|u003_e002|u003_e016|u003_e014|u003_e016,todo|todo|todo|constraint|todo|constraint|todo|constraint|fact|fact,0.67492|0.672526|0.655052|0.630545|0.628229|0.614691|0.551547|0.549313|0.5282|0.5282,u003_m002|u003_m001|u003_m034,u003_e001|u003_e009,1.0,0.9615980861491925,1.0,1.0,,0.0,,0.0,201
5,full_qca,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m070|u003_m001|u003_m002|u003_m005|u003_m034,u003_e018|u003_e001|u003_e001|u003_e002|u003_e009,constraint|todo|todo|todo|todo,0.585384|0.558253|0.552013|0.551547|0.54662,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.3333333333333333,0.31500299363094614,0.0,0.5,0.0,0.0,,0.0,88
5,wo_tmt,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m069|u003_m070|u003_m001|u003_m002|u003_m034,u003_e018|u003_e018|u003_e001|u003_e001|u003_e009,todo|constraint|todo|todo|todo,0.6208|0.585384|0.562133|0.550933|0.5492,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.6666666666666666,0.4813308059135458,1.0,1.0,0.0,0.0,,1.0,88
5,wo_decay,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m001|u003_m002|u003_m005|u003_m034|u003_m054,u003_e001|u003_e001|u003_e002|u003_e009|u003_e014,todo|todo|todo|todo|todo,0.558253|0.552013|0.551547|0.54662|0.536533,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,89
5,wo_compatibility,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m070|u003_m071|u003_m072|u003_m049|u003_m064,u003_e018|u003_e018|u003_e018|u003_e013|u003_e016,constraint|fact|fact|preference|fact,0.504384|0.494563|0.4832|0.439043|0.4332,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,95
5,wo_domain,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m050|u003_m070|u003_m005|u003_m053|u003_m062,u003_e013|u003_e018|u003_e002|u003_e014|u003_e016,status_update|constraint|todo|constraint|constraint,0.502138|0.485384|0.48488|0.464691|0.449313,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,90
5,wo_penalty,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m070|u003_m001|u003_m002|u003_m005|u003_m034,u003_e018|u003_e001|u003_e001|u003_e002|u003_e009,constraint|todo|todo|todo|todo,0.585384|0.558253|0.552013|0.551547|0.54662,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.3333333333333333,0.31500299363094614,0.0,0.5,0.0,0.0,,0.0,88
10,full_qca,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m070|u003_m001|u003_m002|u003_m005|u003_m034|u003_m071|u003_m054|u003_m072|u003_m050|u003_m062,u003_e018|u003_e001|u003_e001|u003_e002|u003_e009|u003_e018|u003_e014|u003_e018|u003_e013|u003_e016,constraint|todo|todo|todo|todo|fact|todo|fact|status_update|constraint,0.585384|0.558253|0.552013|0.551547|0.54662|0.539563|0.536533|0.5282|0.502138|0.499313,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.3333333333333333,0.31500299363094614,0.0,0.5,0.0,0.0,,0.0,184
10,wo_tmt,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m069|u003_m070|u003_m001|u003_m002|u003_m034|u003_m054|u003_m071|u003_m072|u003_m005|u003_m009,u003_e018|u003_e018|u003_e001|u003_e001|u003_e009|u003_e014|u003_e018|u003_e018|u003_e002|u003_e003,todo|constraint|todo|todo|todo|todo|fact|fact|todo|todo,0.6208|0.585384|0.562133|0.550933|0.5492|0.541333|0.539563|0.5282|0.509067|0.505867,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.6666666666666666,0.4813308059135458,1.0,1.0,0.0,0.0,,1.0,178
10,wo_decay,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m001|u003_m002|u003_m005|u003_m034|u003_m054|u003_m013|u003_m006|u003_m033|u003_m058|u003_m053,u003_e001|u003_e001|u003_e002|u003_e009|u003_e014|u003_e004|u003_e002|u003_e009|u003_e015|u003_e014,todo|todo|todo|todo|todo|todo|todo|dependency|todo|constraint,0.558253|0.552013|0.551547|0.54662|0.536533|0.474|0.468027|0.4618|0.459573|0.448733,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.3333333333333333,0.39748952229168844,0.0,0.5,0.0,0.0,,0.0,168
10,wo_compatibility,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m070|u003_m071|u003_m072|u003_m049|u003_m064|u003_m045|u003_m061|u003_m062|u003_m053|u003_m056,u003_e018|u003_e018|u003_e018|u003_e013|u003_e016|u003_e012|u003_e016|u003_e016|u003_e014|u003_e014,constraint|fact|fact|preference|fact|preference|fact|constraint|constraint|fact,0.504384|0.494563|0.4832|0.439043|0.4332|0.419675|0.419344|0.418313|0.417025|0.416533,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,176
10,wo_domain,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m050|u003_m070|u003_m005|u003_m053|u003_m062|u003_m071|u003_m049|u003_m056|u003_m060|u003_m064,u003_e013|u003_e018|u003_e002|u003_e014|u003_e016|u003_e018|u003_e013|u003_e014|u003_e015|u003_e016,status_update|constraint|todo|constraint|constraint|fact|preference|fact|fact|fact,0.502138|0.485384|0.48488|0.464691|0.449313|0.439563|0.432709|0.4282|0.4282|0.4282,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,194
10,wo_penalty,u003,u003_q002,task,task_due,,今天有哪些快到截止但不能被过度放大的事项？,u003_m070|u003_m001|u003_m002|u003_m005|u003_m034|u003_m071|u003_m054|u003_m072|u003_m050|u003_m062,u003_e018|u003_e001|u003_e001|u003_e002|u003_e009|u003_e018|u003_e014|u003_e018|u003_e013|u003_e016,constraint|todo|todo|todo|todo|fact|todo|fact|status_update|constraint,0.585384|0.558253|0.552013|0.551547|0.54662|0.539563|0.536533|0.5282|0.502138|0.499313,u003_m002|u003_m069|u003_m026,u003_e001|u003_e018|u003_e007,0.3333333333333333,0.31500299363094614,0.0,0.5,0.0,0.0,,0.0,184
5,full_qca,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m005|u003_m058|u003_m006|u003_m038|u003_m057,u003_e002|u003_e015|u003_e002|u003_e010|u003_e015,todo|todo|todo|todo|preference,0.629893|0.593743|0.56646|0.560627|0.512622,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.6666666666666666,0.7338381252682711,1.0,1.0,0.0,0.0,,0.0,83
5,wo_tmt,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m058|u003_m005|u003_m038|u003_m006|u003_m057,u003_e015|u003_e002|u003_e010|u003_e002|u003_e015,todo|todo|todo|todo|preference,0.603103|0.599213|0.561667|0.5545|0.512622,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.6666666666666666,0.5497655832101642,0.0,1.0,0.0,0.0,,0.0,83
5,wo_decay,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m005|u003_m058|u003_m006|u003_m038|u003_m054,u003_e002|u003_e015|u003_e002|u003_e010|u003_e014,todo|todo|todo|todo|todo,0.629893|0.593743|0.56646|0.560627|0.498267,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.6666666666666666,0.7338381252682711,1.0,1.0,0.0,0.0,,0.0,87
5,wo_compatibility,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m057|u003_m005|u003_m059|u003_m037|u003_m060,u003_e015|u003_e002|u003_e015|u003_e010|u003_e015,preference|todo|preference|dependency|fact,0.479622|0.420893|0.418527|0.408834|0.405667,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.3333333333333333,0.3597186998521971,0.0,0.5,0.0,0.0,,0.0,89
5,wo_domain,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m005|u003_m058|u003_m006|u003_m038|u003_m050,u003_e002|u003_e015|u003_e002|u003_e010|u003_e013,todo|todo|todo|todo|status_update,0.513226|0.477076|0.449793|0.44396|0.429555,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.6666666666666666,0.7338381252682711,1.0,1.0,0.0,0.0,,0.0,86
5,wo_penalty,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m005|u003_m058|u003_m006|u003_m038|u003_m057,u003_e002|u003_e015|u003_e002|u003_e010|u003_e015,todo|todo|todo|todo|preference,0.629893|0.593743|0.56646|0.560627|0.512622,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.6666666666666666,0.7338381252682711,1.0,1.0,0.0,0.0,,0.0,83
10,full_qca,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m005|u003_m058|u003_m006|u003_m038|u003_m057|u003_m037|u003_m050|u003_m054|u003_m039|u003_m060,u003_e002|u003_e015|u003_e002|u003_e010|u003_e015|u003_e010|u003_e013|u003_e014|u003_e010|u003_e015,todo|todo|todo|todo|preference|dependency|status_update|todo|constraint|fact,0.629893|0.593743|0.56646|0.560627|0.512622|0.507834|0.499555|0.498267|0.495966|0.460667,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.6666666666666666,0.7338381252682711,1.0,1.0,0.0,0.0,,0.0,180
10,wo_tmt,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m058|u003_m005|u003_m038|u003_m006|u003_m057|u003_m037|u003_m054|u003_m050|u003_m001|u003_m039,u003_e015|u003_e002|u003_e010|u003_e002|u003_e015|u003_e010|u003_e014|u003_e013|u003_e001|u003_e010,todo|todo|todo|todo|preference|dependency|todo|status_update|todo|constraint,0.603103|0.599213|0.561667|0.5545|0.512622|0.507834|0.501733|0.499555|0.4968|0.495966,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.6666666666666666,0.5497655832101642,0.0,1.0,0.0,0.0,,0.0,168
10,wo_decay,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m005|u003_m058|u003_m006|u003_m038|u003_m054|u003_m022|u003_m037|u003_m023|u003_m039|u003_m057,u003_e002|u003_e015|u003_e002|u003_e010|u003_e014|u003_e006|u003_e010|u003_e006|u003_e010|u003_e015,todo|todo|todo|todo|todo|status_update|dependency|dependency|constraint|preference,0.629893|0.593743|0.56646|0.560627|0.498267|0.491719|0.490933|0.472667|0.458103|0.4362,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,1.0,0.8537443585523368,1.0,1.0,1.0,0.0,,0.0,158
10,wo_compatibility,u003,u003_q003,task,task_priority,,作品集更新接下来应该推进什么？,u003_m057|u003_m005|u003_m059|u003_m037|u003_m060|u003_m039|u003_m049|u003_m058|u003_m050|u003_m051,u003_e015|u003_e002|u003_e015|u003_e010|u003_e015|u003_e010|u003_e013|u003_e015|u003_e013|u003_e013,preference|todo|preference|dependency|fact|constraint|preference|todo|status_update|fact,0.479622|0.420893|0.418527|0.408834|0.405667|0.396966|0.385437|0.384743|0.378555|0.366674,u003_m005|u003_m023|u003_m038,u003_e002|u003_e006|u003_e010,0.3333333333333333,0.3597186998521971,0.0,0.5,0.0,0.0,,0.0,155
